subject,condition,roc_auc_csp,roc_auc_riemann,paired_difference_csp_minus_riemann
47,region_right_motor_strip,0.65,0.6,0.050000000000000044
48,dropout_0.1,0.7859999999999999,0.8220000000000001,-0.03600000000000014
48,dropout_0.2,0.737,0.746,-0.009000000000000008
48,dropout_0.3,0.741,0.747,-0.006000000000000005
48,dropout_0.5,0.69,0.6609999999999999,0.029000000000000026
48,clean,0.8400000000000001,0.86,-0.019999999999999907
48,motor_core,0.7,0.7,0.0
48,motor_extended,0.72,0.78,-0.06000000000000005
48,region_midline_motor_strip,0.8,0.86,-0.05999999999999994
48,region_left_motor_strip,0.8300000000000001,0.85,-0.019999999999999907
48,region_right_motor_strip,0.78,0.8300000000000001,-0.050000000000000044
49,dropout_0.1,0.659,0.8809999999999999,-0.22199999999999986
49,dropout_0.2,0.5275,0.831,-0.3035
49,dropout_0.3,0.5135000000000001,0.7909999999999999,-0.27749999999999986
49,dropout_0.5,0.4614999999999999,0.741,-0.2795000000000001
49,clean,0.9,0.95,-0.04999999999999993
49,motor_core,0.8800000000000001,0.89,-0.009999999999999898
49,motor_extended,0.96,0.91,0.04999999999999993
49,region_midline_motor_strip,0.7100000000000001,0.92,-0.20999999999999996
49,region_left_motor_strip,0.6100000000000001,0.8400000000000001,-0.22999999999999998
49,region_right_motor_strip,0.75,0.85,-0.09999999999999998
50,dropout_0.1,0.5215,0.624,-0.10250000000000004
50,dropout_0.2,0.529,0.618,-0.08899999999999997
50,dropout_0.3,0.5345,0.626,-0.09150000000000003
50,dropout_0.5,0.478,0.609,-0.131
50,clean,0.5199999999999999,0.65,-0.13000000000000012
50,motor_core,0.4799999999999998,0.4799999999999998,0.0
50,motor_extended,0.41,0.35,0.06
50,region_midline_motor_strip,0.49,0.6300000000000001,-0.14000000000000012
50,region_left_motor_strip,0.665,0.6599999999999999,0.0050000000000001155
50,region_right_motor_strip,0.5900000000000001,0.6900000000000001,-0.09999999999999998
51,dropout_0.1,0.649,0.7040000000000001,-0.05500000000000005
51,dropout_0.2,0.568,0.6679999999999999,-0.09999999999999998
51,dropout_0.3,0.539,0.61,-0.07099999999999995
51,dropout_0.5,0.575,0.496,0.07899999999999996
51,clean,0.72,0.8,-0.08000000000000007
51,motor_core,0.5199999999999999,0.5,0.019999999999999907
51,motor_extended,0.5599999999999999,0.4599999999999999,0.10000000000000003
51,region_midline_motor_strip,0.6699999999999999,0.8,-0.13000000000000012
51,region_left_motor_strip,0.72,0.72,0.0
51,region_right_motor_strip,0.65,0.76,-0.10999999999999999
52,dropout_0.1,0.6579999999999999,0.848,-0.19000000000000006
52,dropout_0.2,0.652,0.784,-0.132
52,dropout_0.3,0.5820000000000001,0.7440000000000001,-0.16200000000000003
52,dropout_0.5,0.518,0.631,-0.11299999999999999
52,clean,0.77,0.9,-0.13
52,motor_core,0.85,0.8699999999999999,-0.019999999999999907
52,motor_extended,0.86,0.9,-0.040000000000000036
52,region_midline_motor_strip,0.77,0.89,-0.12
52,region_left_motor_strip,0.6599999999999999,0.8099999999999999,-0.15000000000000002
52,region_right_motor_strip,0.61,0.8,-0.19000000000000006
53,dropout_0.1,0.645,0.879,-0.23399999999999999
53,dropout_0.2,0.575,0.846,-0.271
53,dropout_0.3,0.5125,0.8340000000000001,-0.3215000000000001
53,dropout_0.5,0.478,0.762,-0.28400000000000003
53,clean,0.82,0.93,-0.1100000000000001
53,motor_core,0.54,0.52,0.020000000000000018
53,motor_extended,0.6199999999999999,0.6900000000000001,-0.07000000000000017
53,region_midline_motor_strip,0.65,0.94,-0.2899999999999999
53,region_left_motor_strip,0.8800000000000001,0.93,-0.04999999999999993
53,region_right_motor_strip,0.8,0.91,-0.10999999999999999
54,dropout_0.1,0.5870000000000001,0.812,-0.22499999999999998
54,dropout_0.2,0.5045000000000001,0.778,-0.27349999999999997
54,dropout_0.3,0.522,0.777,-0.255
54,dropout_0.5,0.473,0.747,-0.274
54,clean,0.8,0.9,-0.09999999999999998
54,motor_core,0.9,0.8800000000000001,0.019999999999999907
54,motor_extended,0.79,0.82,-0.029999999999999916
54,region_midline_motor_strip,0.75,0.8699999999999999,-0.11999999999999988
54,region_left_motor_strip,0.72,0.8800000000000001,-0.16000000000000014
54,region_right_motor_strip,0.75,0.82,-0.06999999999999995
55,dropout_0.1,0.8320000000000001,0.966,-0.1339999999999999
55,dropout_0.2,0.794,0.907,-0.11299999999999999
55,dropout_0.3,0.74,0.857,-0.11699999999999999
55,dropout_0.5,0.677,0.7609999999999999,-0.08399999999999985
55,clean,0.96,1.0,-0.040000000000000036
55,motor_core,0.97,0.96,0.010000000000000009
55,motor_extended,0.98,0.96,0.020000000000000018
55,region_midline_motor_strip,0.92,1.0,-0.07999999999999996
55,region_left_motor_strip,0.9,0.99,-0.08999999999999997
55,region_right_motor_strip,0.86,0.97,-0.10999999999999999
56,dropout_0.1,0.691,0.968,-0.277
56,dropout_0.2,0.6355,0.94,-0.3045
56,dropout_0.3,0.6385000000000001,0.94,-0.3014999999999999
56,dropout_0.5,0.581,0.901,-0.32000000000000006
56,clean,0.99,0.99,0.0
56,motor_core,0.8300000000000001,0.8400000000000001,-0.010000000000000009
56,motor_extended,0.94,0.93,0.009999999999999898
56,region_midline_motor_strip,0.89,0.99,-0.09999999999999998
56,region_left_motor_strip,0.85,0.99,-0.14
56,region_right_motor_strip,0.98,0.99,-0.010000000000000009
57,dropout_0.1,0.485,0.415,0.07
57,dropout_0.2,0.4715,0.402,0.06949999999999995
57,dropout_0.3,0.4755,0.3719999999999999,0.10350000000000009
57,dropout_0.5,0.5235,0.368,0.15549999999999997
57,clean,0.38,0.51,-0.13
57,motor_core,0.67,0.65,0.020000000000000018
57,motor_extended,0.73,0.71,0.020000000000000018
57,region_midline_motor_strip,0.53,0.5,0.030000000000000027
57,region_left_motor_strip,0.4399999999999999,0.51,-0.07000000000000012
57,region_right_motor_strip,0.2499999999999999,0.3899999999999999,-0.14
58,dropout_0.1,0.478,0.446,0.03199999999999997
58,dropout_0.2,0.494,0.456,0.03799999999999998
58,dropout_0.3,0.504,0.451,0.05299999999999999
58,dropout_0.5,0.4885,0.449,0.03949999999999998
58,clean,0.4899999999999999,0.48,0.009999999999999898
58,motor_core,0.4899999999999999,0.5,-0.01000000000000012
58,motor_extended,0.67,0.57,0.10000000000000009
58,region_midline_motor_strip,0.5900000000000001,0.45,0.14000000000000007
58,region_left_motor_strip,0.445,0.54,-0.09500000000000003
58,region_right_motor_strip,0.49,0.4599999999999999,0.030000000000000082
59,dropout_0.1,0.488,0.44,0.04799999999999999
59,dropout_0.2,0.496,0.395,0.10099999999999998
59,dropout_0.3,0.476,0.407,0.069
59,dropout_0.5,0.537,0.482,0.05500000000000005
59,clean,0.44,0.4799999999999998,-0.039999999999999813
59,motor_core,0.54,0.5299999999999999,0.01000000000000012
59,motor_extended,0.5599999999999999,0.45,0.10999999999999993
59,region_midline_motor_strip,0.61,0.49,0.12
59,region_left_motor_strip,0.42,0.43,-0.010000000000000009
59,region_right_motor_strip,0.53,0.5,0.030000000000000027
60,dropout_0.1,0.858,0.926,-0.06800000000000006
60,dropout_0.2,0.84,0.902,-0.062000000000000055
60,dropout_0.3,0.794,0.878,-0.08399999999999996
60,dropout_0.5,0.742,0.812,-0.07000000000000006
60,clean,0.91,0.94,-0.029999999999999916
60,motor_core,0.96,0.94,0.020000000000000018
60,motor_extended,0.96,0.95,0.010000000000000009
60,region_midline_motor_strip,0.89,0.94,-0.04999999999999993
60,region_left_motor_strip,0.6599999999999999,0.76,-0.10000000000000009
60,region_right_motor_strip,0.8800000000000001,0.93,-0.04999999999999993
61,dropout_0.1,0.5489999999999999,0.6759999999999999,-0.127
61,dropout_0.2,0.526,0.698,-0.17199999999999993
61,dropout_0.3,0.5539999999999999,0.649,-0.09500000000000008
61,dropout_0.5,0.511,0.594,-0.08299999999999996
61,clean,0.64,0.6799999999999999,-0.039999999999999925
61,motor_core,0.82,0.85,-0.030000000000000027
61,motor_extended,0.8400000000000001,0.76,0.08000000000000007
61,region_midline_motor_strip,0.62,0.71,-0.08999999999999997
61,region_left_motor_strip,0.5700000000000001,0.6199999999999999,-0.04999999999999982
61,region_right_motor_strip,0.49,0.69,-0.19999999999999996
62,dropout_0.1,0.7709999999999999,0.937,-0.16600000000000015
62,dropout_0.2,0.7454999999999999,0.887,-0.14150000000000007
62,dropout_0.3,0.6925,0.855,-0.16249999999999998
62,dropout_0.5,0.638,0.794,-0.15600000000000003
62,clean,0.86,0.95,-0.08999999999999997
62,motor_core,0.97,0.98,-0.010000000000000009
62,motor_extended,0.99,0.99,0.0
62,region_midline_motor_strip,0.77,0.94,-0.16999999999999993
62,region_left_motor_strip,0.8,0.8800000000000001,-0.08000000000000007
62,region_right_motor_strip,0.7899999999999999,0.93,-0.14000000000000012
63,dropout_0.1,0.5405,0.488,0.05249999999999999
63,dropout_0.2,0.47,0.508,-0.038000000000000034
63,dropout_0.3,0.507,0.504,0.0030000000000000027
63,dropout_0.5,0.509,0.536,-0.027000000000000024
63,clean,0.6599999999999999,0.45,0.2099999999999999
63,motor_core,0.48,0.37,0.10999999999999999
63,motor_extended,0.5199999999999999,0.51,0.009999999999999898
63,region_midline_motor_strip,0.525,0.4899999999999999,0.03500000000000014
63,region_left_motor_strip,0.77,0.52,0.25
63,region_right_motor_strip,0.47,0.44,0.02999999999999997
64,dropout_0.1,0.5205,0.516,0.0044999999999999485
64,dropout_0.2,0.5345,0.477,0.057499999999999996
64,dropout_0.3,0.483,0.4589999999999999,0.024000000000000077
64,dropout_0.5,0.5215,0.516,0.005499999999999949
64,clean,0.48,0.51,-0.030000000000000027
64,motor_core,0.5700000000000001,0.53,0.040000000000000036
64,motor_extended,0.76,0.76,0.0
64,region_midline_motor_strip,0.53,0.4699999999999999,0.06000000000000011
64,region_left_motor_strip,0.48,0.4199999999999999,0.06000000000000011
64,region_right_motor_strip,0.5700000000000001,0.4899999999999999,0.08000000000000018
65,dropout_0.1,0.595,0.535,0.05999999999999994
65,dropout_0.2,0.606,0.5,0.10599999999999998
65,dropout_0.3,0.552,0.495,0.05700000000000005
65,dropout_0.5,0.5619999999999999,0.424,0.13799999999999996
65,clean,0.61,0.5900000000000001,0.019999999999999907
65,motor_core,0.6799999999999999,0.6199999999999999,0.06000000000000005
65,motor_extended,0.64,0.61,0.030000000000000027
65,region_midline_motor_strip,0.61,0.52,0.08999999999999997
65,region_left_motor_strip,0.43,0.53,-0.10000000000000003
65,region_right_motor_strip,0.44,0.52,-0.08000000000000002
66,dropout_0.1,0.55,0.518,0.03200000000000003
66,dropout_0.2,0.531,0.469,0.062000000000000055
66,dropout_0.3,0.451,0.4589999999999999,-0.007999999999999896
66,dropout_0.5,0.472,0.3779999999999999,0.09400000000000008
66,clean,0.54,0.5900000000000001,-0.050000000000000044
66,motor_core,0.6100000000000001,0.5800000000000001,0.030000000000000027
66,motor_extended,0.4599999999999999,0.48,-0.020000000000000073
66,region_midline_motor_strip,0.48,0.5199999999999999,-0.039999999999999925
66,region_left_motor_strip,0.4699999999999999,0.55,-0.08000000000000013
66,region_right_motor_strip,0.5,0.53,-0.030000000000000027
67,dropout_0.1,0.503,0.524,-0.02100000000000002
67,dropout_0.2,0.502,0.524,-0.02200000000000002
67,dropout_0.3,0.555,0.5429999999999999,0.012000000000000122
67,dropout_0.5,0.5710000000000001,0.514,0.05700000000000005
67,clean,0.5,0.53,-0.030000000000000027
67,motor_core,0.5,0.2699999999999999,0.2300000000000001
67,motor_extended,0.55,0.41,0.14000000000000007
67,region_midline_motor_strip,0.4599999999999999,0.53,-0.07000000000000012
67,region_left_motor_strip,0.5900000000000001,0.49,0.10000000000000009
67,region_right_motor_strip,0.5,0.5599999999999999,-0.05999999999999994
68,dropout_0.1,0.562,0.615,-0.052999999999999936
68,dropout_0.2,0.5135000000000001,0.58,-0.06649999999999989
68,dropout_0.3,0.583,0.573,0.010000000000000009
68,dropout_0.5,0.5275,0.5369999999999999,-0.009499999999999953
68,clean,0.62,0.62,0.0
68,motor_core,0.55,0.4899999999999999,0.060000000000000164
68,motor_extended,0.6,0.6699999999999999,-0.06999999999999995
68,region_midline_motor_strip,0.5650000000000001,0.6,-0.03499999999999992
68,region_left_motor_strip,0.65,0.57,0.08000000000000007
68,region_right_motor_strip,0.5599999999999999,0.5900000000000001,-0.030000000000000138
69,dropout_0.1,0.595,0.522,0.07299999999999995
69,dropout_0.2,0.5105,0.491,0.019499999999999962
69,dropout_0.3,0.5415,0.5,0.04149999999999998
69,dropout_0.5,0.5295,0.445,0.08449999999999996
69,clean,0.7,0.5700000000000001,0.1299999999999999
69,motor_core,0.36,0.37,-0.010000000000000009
69,motor_extended,0.4199999999999999,0.38,0.03999999999999987
69,region_midline_motor_strip,0.52,0.4899999999999999,0.030000000000000138
69,region_left_motor_strip,0.62,0.5900000000000001,0.029999999999999916
69,region_right_motor_strip,0.4399999999999999,0.52,-0.08000000000000013
70,dropout_0.1,0.7625,0.922,-0.1595000000000001
70,dropout_0.2,0.583,0.848,-0.265
70,dropout_0.3,0.593,0.804,-0.21100000000000008
70,dropout_0.5,0.529,0.7559999999999999,-0.22699999999999987
70,clean,0.91,0.95,-0.039999999999999925
70,motor_core,0.8300000000000001,0.8400000000000001,-0.010000000000000009
70,motor_extended,0.8699999999999999,0.86,0.009999999999999898
70,region_midline_motor_strip,0.8300000000000001,0.92,-0.08999999999999997
70,region_left_motor_strip,0.65,0.85,-0.19999999999999996
70,region_right_motor_strip,0.82,0.8800000000000001,-0.060000000000000164
71,dropout_0.1,0.743,0.7879999999999999,-0.04499999999999993
71,dropout_0.2,0.613,0.713,-0.09999999999999998
71,dropout_0.3,0.593,0.626,-0.03300000000000003
71,dropout_0.5,0.585,0.5589999999999999,0.026000000000000023
71,clean,0.73,0.85,-0.12
71,motor_core,0.94,0.94,0.0
71,motor_extended,0.8800000000000001,0.9,-0.019999999999999907
71,region_midline_motor_strip,0.6799999999999999,0.8400000000000001,-0.16000000000000014
71,region_left_motor_strip,0.54,0.6900000000000001,-0.15000000000000002
71,region_right_motor_strip,0.65,0.77,-0.12
72,dropout_0.1,0.937,0.933,0.0040000000000000036
72,dropout_0.2,0.901,0.885,0.016000000000000014
72,dropout_0.3,0.912,0.8909999999999999,0.02100000000000013
72,dropout_0.5,0.805,0.812,-0.007000000000000006
72,clean,0.96,0.97,-0.010000000000000009
72,motor_core,0.93,0.93,0.0
72,motor_extended,0.95,0.94,0.010000000000000009
72,region_midline_motor_strip,0.94,0.96,-0.020000000000000018
72,region_left_motor_strip,0.9,0.94,-0.039999999999999925
72,region_right_motor_strip,0.77,0.77,0.0
73,dropout_0.1,0.422,0.425,-0.0030000000000000027
73,dropout_0.2,0.401,0.4039999999999999,-0.0029999999999998916
73,dropout_0.3,0.387,0.375,0.01200000000000001
73,dropout_0.5,0.3925,0.352,0.040500000000000036
73,clean,0.5700000000000001,0.43,0.14000000000000007
73,motor_core,0.7,0.67,0.029999999999999916
73,motor_extended,0.68,0.6699999999999999,0.01000000000000012
73,region_midline_motor_strip,0.3399999999999999,0.43,-0.09000000000000008
73,region_left_motor_strip,0.47,0.38,0.08999999999999997
73,region_right_motor_strip,0.38,0.42,-0.03999999999999998
74,dropout_0.1,0.555,0.498,0.05700000000000005
74,dropout_0.2,0.547,0.545,0.0020000000000000018
74,dropout_0.3,0.541,0.527,0.014000000000000012
74,dropout_0.5,0.501,0.563,-0.061999999999999944
74,clean,0.65,0.4599999999999999,0.1900000000000001
74,motor_core,0.43,0.37,0.06
74,motor_extended,0.41,0.3,0.10999999999999999
74,region_midline_motor_strip,0.48,0.49,-0.010000000000000009
74,region_left_motor_strip,0.45,0.5,-0.04999999999999999
74,region_right_motor_strip,0.5449999999999999,0.49,0.05499999999999994
75,dropout_0.1,0.713,0.75,-0.03700000000000003
75,dropout_0.2,0.664,0.6659999999999999,-0.0019999999999998908
75,dropout_0.3,0.5579999999999999,0.62,-0.062000000000000055
75,dropout_0.5,0.5660000000000001,0.58,-0.013999999999999901
75,clean,0.82,0.78,0.039999999999999925
75,motor_core,0.86,0.8300000000000001,0.029999999999999916
75,motor_extended,0.8,0.8300000000000001,-0.030000000000000027
75,region_midline_motor_strip,0.7300000000000001,0.77,-0.039999999999999925
75,region_left_motor_strip,0.5399999999999999,0.6100000000000001,-0.07000000000000017
75,region_right_motor_strip,0.58,0.66,-0.08000000000000007
76,dropout_0.1,0.488,0.6579999999999999,-0.16999999999999993
76,dropout_0.2,0.517,0.612,-0.09499999999999997
76,dropout_0.3,0.53,0.594,-0.06399999999999995
76,dropout_0.5,0.5715,0.585,-0.013499999999999956
76,clean,0.5800000000000001,0.6900000000000001,-0.10999999999999999
76,motor_core,0.6,0.6300000000000001,-0.030000000000000138
76,motor_extended,0.68,0.7,-0.019999999999999907
76,region_midline_motor_strip,0.4800000000000001,0.67,-0.18999999999999995
76,region_left_motor_strip,0.5900000000000001,0.7,-0.10999999999999988
76,region_right_motor_strip,0.54,0.63,-0.08999999999999997
77,dropout_0.1,0.581,0.251,0.32999999999999996
77,dropout_0.2,0.4845,0.24,0.2445
77,dropout_0.3,0.583,0.253,0.32999999999999996
77,dropout_0.5,0.551,0.252,0.29900000000000004
77,clean,0.54,0.36,0.18000000000000005
77,motor_core,0.35,0.2299999999999999,0.12000000000000008
77,motor_extended,0.53,0.42,0.11000000000000004
77,region_midline_motor_strip,0.62,0.2299999999999999,0.3900000000000001
77,region_left_motor_strip,0.44,0.43,0.010000000000000009
77,region_right_motor_strip,0.67,0.36,0.31000000000000005
78,dropout_0.1,0.493,0.302,0.191
78,dropout_0.2,0.52,0.304,0.21600000000000003
78,dropout_0.3,0.506,0.319,0.187
78,dropout_0.5,0.502,0.3099999999999999,0.19200000000000012
78,clean,0.51,0.35,0.16000000000000003
78,motor_core,0.45,0.48,-0.02999999999999997
78,motor_extended,0.41,0.4599999999999999,-0.04999999999999993
78,region_midline_motor_strip,0.4599999999999999,0.3199999999999999,0.14
78,region_left_motor_strip,0.53,0.37,0.16000000000000003
78,region_right_motor_strip,0.51,0.3299999999999999,0.1800000000000001
79,dropout_0.1,0.607,0.498,0.10899999999999999
79,dropout_0.2,0.5905,0.516,0.07450000000000001
79,dropout_0.3,0.5539999999999999,0.541,0.0129999999999999
79,dropout_0.5,0.5715,0.569,0.0025000000000000577
79,clean,0.51,0.55,-0.040000000000000036
79,motor_core,0.71,0.6799999999999999,0.030000000000000027
79,motor_extended,0.5700000000000001,0.6900000000000001,-0.12
79,region_midline_motor_strip,0.5599999999999999,0.5399999999999999,0.020000000000000018
79,region_left_motor_strip,0.65,0.5900000000000001,0.05999999999999994
79,region_right_motor_strip,0.5,0.5,0.0
80,dropout_0.1,0.561,0.581,-0.019999999999999907
80,dropout_0.2,0.5710000000000001,0.54,0.031000000000000028
80,dropout_0.3,0.5169999999999999,0.545,-0.028000000000000136
80,dropout_0.5,0.5515,0.537,0.014499999999999957
80,clean,0.5800000000000001,0.64,-0.05999999999999994
80,motor_core,0.62,0.63,-0.010000000000000009
80,motor_extended,0.53,0.48,0.050000000000000044
80,region_midline_motor_strip,0.5900000000000001,0.64,-0.04999999999999993
80,region_left_motor_strip,0.48,0.6799999999999999,-0.19999999999999996
80,region_right_motor_strip,0.5700000000000001,0.51,0.06000000000000005
81,dropout_0.1,0.5395,0.85,-0.3105
81,dropout_0.2,0.507,0.78,-0.273
81,dropout_0.3,0.46,0.7510000000000001,-0.2910000000000001
81,dropout_0.5,0.483,0.59,-0.10699999999999998
81,clean,0.77,0.85,-0.07999999999999996
81,motor_core,0.72,0.73,-0.010000000000000009
81,motor_extended,0.62,0.61,0.010000000000000009
81,region_midline_motor_strip,0.525,0.85,-0.32499999999999996
81,region_left_motor_strip,0.63,0.82,-0.18999999999999995
81,region_right_motor_strip,0.635,0.85,-0.21499999999999997
82,dropout_0.1,0.4885,0.696,-0.20749999999999996
82,dropout_0.2,0.4695,0.679,-0.20950000000000008
82,dropout_0.3,0.4554999999999999,0.632,-0.1765000000000001
82,dropout_0.5,0.4385,0.557,-0.11850000000000005
82,clean,0.5900000000000001,0.76,-0.16999999999999993
82,motor_core,0.61,0.71,-0.09999999999999998
82,motor_extended,0.53,0.61,-0.07999999999999996
82,region_midline_motor_strip,0.51,0.74,-0.22999999999999998
82,region_left_motor_strip,0.54,0.6900000000000001,-0.15000000000000002
82,region_right_motor_strip,0.44,0.75,-0.31
83,dropout_0.1,0.525,0.556,-0.031000000000000028
83,dropout_0.2,0.5075,0.488,0.019499999999999962
83,dropout_0.3,0.4535,0.445,0.008500000000000008
83,dropout_0.5,0.4375,0.4479999999999999,-0.010499999999999898
83,clean,0.61,0.5800000000000001,0.029999999999999916
83,motor_core,0.8699999999999999,0.82,0.04999999999999993
83,motor_extended,0.79,0.79,0.0
83,region_midline_motor_strip,0.67,0.6,0.07000000000000006
83,region_left_motor_strip,0.6799999999999999,0.6100000000000001,0.06999999999999984
83,region_right_motor_strip,0.3949999999999999,0.45,-0.055000000000000104
84,dropout_0.1,0.5920000000000001,0.625,-0.03299999999999992
84,dropout_0.2,0.5505,0.5720000000000001,-0.021500000000000075
84,dropout_0.3,0.5235,0.574,-0.05049999999999999
84,dropout_0.5,0.4795,0.5660000000000001,-0.08650000000000008
84,clean,0.64,0.67,-0.030000000000000027
84,motor_core,0.72,0.73,-0.010000000000000009
84,motor_extended,0.76,0.72,0.040000000000000036
84,region_midline_motor_strip,0.4899999999999999,0.6599999999999999,-0.17000000000000004
84,region_left_motor_strip,0.5399999999999999,0.64,-0.10000000000000009
84,region_right_motor_strip,0.5800000000000001,0.52,0.06000000000000005
85,dropout_0.1,0.848,0.8859999999999999,-0.03799999999999992
85,dropout_0.2,0.784,0.8420000000000001,-0.05800000000000005
85,dropout_0.3,0.7825,0.7859999999999999,-0.0034999999999999476
85,dropout_0.5,0.711,0.726,-0.015000000000000013
85,clean,0.93,0.93,0.0
85,motor_core,0.99,0.99,0.0
85,motor_extended,0.98,0.97,0.010000000000000009
85,region_midline_motor_strip,0.93,0.94,-0.009999999999999898
85,region_left_motor_strip,0.75,0.8400000000000001,-0.09000000000000008
85,region_right_motor_strip,0.93,0.8,0.13
86,dropout_0.1,0.4629999999999999,0.752,-0.2890000000000001
86,dropout_0.2,0.431,0.704,-0.27299999999999996
86,dropout_0.3,0.405,0.638,-0.23299999999999998
86,dropout_0.5,0.45,0.52,-0.07
86,clean,0.5199999999999999,0.8,-0.28000000000000014
86,motor_core,0.4,0.6,-0.19999999999999996
86,motor_extended,0.5599999999999999,0.6799999999999999,-0.12
86,region_midline_motor_strip,0.5199999999999999,0.8,-0.28000000000000014
86,region_left_motor_strip,0.44,0.67,-0.23000000000000004
86,region_right_motor_strip,0.41,0.71,-0.3
87,dropout_0.1,0.4479999999999999,0.437,0.010999999999999899
87,dropout_0.2,0.504,0.433,0.07100000000000001
87,dropout_0.3,0.488,0.479,0.009000000000000008
87,dropout_0.5,0.506,0.487,0.019000000000000017
87,clean,0.4599999999999999,0.41,0.04999999999999993
87,motor_core,0.43,0.42,0.010000000000000009
87,motor_extended,0.4599999999999999,0.53,-0.07000000000000012
87,region_midline_motor_strip,0.47,0.44,0.02999999999999997
87,region_left_motor_strip,0.4899999999999999,0.45,0.03999999999999987
87,region_right_motor_strip,0.51,0.49,0.020000000000000018
88,dropout_0.1,0.5047777777777778,0.4376666666666666,0.06711111111111118
88,dropout_0.2,0.4855555555555556,0.3866666666666666,0.09888888888888897
88,dropout_0.3,0.4907777777777777,0.3961111111111111,0.09466666666666662
88,dropout_0.5,0.4198888888888888,0.4076666666666667,0.012222222222222134
88,clean,0.4944444444444444,0.47,0.024444444444444435
88,motor_core,0.6322222222222222,0.6088888888888888,0.023333333333333428
88,motor_extended,0.5111111111111111,0.5055555555555555,0.005555555555555536
88,region_midline_motor_strip,0.4677777777777777,0.4022222222222222,0.06555555555555548
88,region_left_motor_strip,0.4944444444444444,0.3888888888888889,0.10555555555555551
88,region_right_motor_strip,0.5411111111111111,0.4377777777777777,0.10333333333333339
89,dropout_0.1,0.5225,0.662,-0.13950000000000007
89,dropout_0.2,0.536,0.635,-0.09899999999999998
89,dropout_0.3,0.5710000000000001,0.602,-0.030999999999999917
89,dropout_0.5,0.5635,0.5479999999999999,0.01550000000000007
89,clean,0.63,0.6900000000000001,-0.06000000000000005
89,motor_core,0.72,0.79,-0.07000000000000006
89,motor_extended,0.6900000000000001,0.7,-0.009999999999999898
89,region_midline_motor_strip,0.53,0.72,-0.18999999999999995
89,region_left_motor_strip,0.61,0.6900000000000001,-0.08000000000000007
89,region_right_motor_strip,0.4599999999999999,0.55,-0.09000000000000014
90,dropout_0.1,0.546,0.583,-0.03699999999999992
90,dropout_0.2,0.4664999999999999,0.5479999999999999,-0.08150000000000002
90,dropout_0.3,0.4815,0.58,-0.09849999999999998
90,dropout_0.5,0.482,0.512,-0.030000000000000027
90,clean,0.64,0.58,0.06000000000000005
90,motor_core,0.44,0.55,-0.11000000000000004
90,motor_extended,0.6,0.6799999999999999,-0.07999999999999996
90,region_midline_motor_strip,0.47,0.56,-0.09000000000000008
90,region_left_motor_strip,0.605,0.6,0.0050000000000000044
90,region_right_motor_strip,0.64,0.5900000000000001,0.04999999999999993
91,dropout_0.1,0.5155,0.469,0.046499999999999986
91,dropout_0.2,0.532,0.456,0.07600000000000001
91,dropout_0.3,0.5285,0.43,0.09849999999999998
91,dropout_0.5,0.5125,0.389,0.12349999999999994
91,clean,0.5900000000000001,0.5700000000000001,0.020000000000000018
91,motor_core,0.61,0.5,0.10999999999999999
91,motor_extended,0.72,0.6300000000000001,0.08999999999999986
91,region_midline_motor_strip,0.64,0.5199999999999999,0.1200000000000001
91,region_left_motor_strip,0.6599999999999999,0.4599999999999999,0.2
91,region_right_motor_strip,0.5,0.5,0.0
92,dropout_0.1,0.5561111111111111,0.6575555555555556,-0.10144444444444445
92,dropout_0.2,0.5411111111111111,0.6452222222222223,-0.10411111111111115
92,dropout_0.3,0.5347777777777778,0.6058888888888889,-0.07111111111111112
92,dropout_0.5,0.4987777777777777,0.5715555555555556,-0.07277777777777789
92,clean,0.7288888888888889,0.7088888888888889,0.020000000000000018
92,motor_core,0.6766666666666666,0.67,0.006666666666666599
92,motor_extended,0.8422222222222222,0.8400000000000001,0.0022222222222221255
92,region_midline_motor_strip,0.6011111111111112,0.6533333333333333,-0.05222222222222217
92,region_left_motor_strip,0.5677777777777777,0.6322222222222222,-0.06444444444444453
92,region_right_motor_strip,0.4388888888888888,0.5077777777777778,-0.068888888888889
93,dropout_0.1,0.763,0.848,-0.08499999999999996
93,dropout_0.2,0.6595,0.785,-0.12550000000000006
93,dropout_0.3,0.6735,0.762,-0.08850000000000002
93,dropout_0.5,0.6555,0.725,-0.0695
93,clean,0.86,0.92,-0.06000000000000005
93,motor_core,0.8699999999999999,0.89,-0.02000000000000013
93,motor_extended,0.89,0.95,-0.05999999999999994
93,region_midline_motor_strip,0.78,0.9,-0.12
93,region_left_motor_strip,0.76,0.92,-0.16000000000000003
93,region_right_motor_strip,0.79,0.64,0.15000000000000002
94,dropout_0.1,0.6555,0.878,-0.22250000000000003
94,dropout_0.2,0.5065,0.763,-0.25650000000000006
94,dropout_0.3,0.462,0.748,-0.286
94,dropout_0.5,0.4479999999999999,0.677,-0.22900000000000015
94,clean,0.77,0.96,-0.18999999999999995
94,motor_core,0.93,0.91,0.020000000000000018
94,motor_extended,0.99,0.96,0.030000000000000027
94,region_midline_motor_strip,0.51,0.91,-0.4
94,region_left_motor_strip,0.7,0.89,-0.19000000000000006
94,region_right_motor_strip,0.3099999999999999,0.7,-0.39000000000000007
95,dropout_0.1,0.4159999999999999,0.408,0.007999999999999952
95,dropout_0.2,0.4735,0.4269999999999999,0.0465000000000001
