condition,stressor,montage,dropout_fraction,metric,metric_role,n_subjects,clean_mean,condition_mean,mean_delta_condition_minus_clean,delta_ci_low,delta_ci_high,median_delta_condition_minus_clean,median_delta_ci_low,median_delta_ci_high,delta_sd,cohens_dz,t_statistic,t_p_value,wilcoxon_statistic,wilcoxon_p_value,sign_test_p_value,shapiro_p_value_delta,n_worse_than_clean,pct_worse_than_clean,n_better_than_clean,pct_better_than_clean,t_p_value_bh_fdr,wilcoxon_p_value_bh_fdr,sign_test_p_value_bh_fdr
channel_dropout_0.1,channel_dropout,all_channels,0.1,roc_auc,primary,9,0.8775994186814637,0.849847875733726,-0.027751542947737913,-0.04081133562264812,-0.014691750272827705,-0.030997112281297756,-0.03688296245965672,-0.01611856633259723,0.016990159482633285,-1.633389196617284,-4.900167589851852,0.0011935174598215247,0.0,0.00390625,0.00390625,0.7312882108633364,9,1.0,0,0.0,0.0016431872487889122,0.0048828125,0.0048828125
channel_dropout_0.1,channel_dropout,all_channels,0.1,balanced_accuracy,secondary,9,0.821784345922277,0.6235235358511221,-0.19826081007115487,-0.24635624648056845,-0.1501653736617413,-0.22597290640394097,-0.23216748768472906,-0.15364532019704424,0.06256983976113559,-3.168632216864041,-9.505896650592122,1.237511655034379e-05,0.0,0.00390625,0.00390625,0.1047963341944052,9,1.0,0,0.0,4.5000423819431965e-05,0.0048828125,0.0048828125
channel_dropout_0.1,channel_dropout,all_channels,0.1,brier_score,calibration,9,0.12506066864757243,0.29626193177098104,0.17120126312340858,0.1441421067935318,0.19826041945328537,0.17059639239426738,0.14189838675005,0.1861456295390296,0.03520265542908195,4.863305368207371,14.58991610462211,4.776354197481641e-07,0.0,0.00390625,0.00390625,0.10311214268199359,9,1.0,0,0.0,2.7293452557037952e-06,0.0048828125,0.0048828125
channel_dropout_0.1,channel_dropout,all_channels,0.1,ece,calibration,9,0.11622190048256657,0.31498092413378953,0.198759023651223,0.1682967012940497,0.2292213460083963,0.1956197002200702,0.181009601541385,0.2138104663167801,0.03963001005782186,5.015366470036853,15.046099410110559,3.7628339738497485e-07,0.0,0.00390625,0.00390625,0.6082623335861718,9,1.0,0,0.0,2.5085559825664992e-06,0.0048828125,0.0048828125
channel_dropout_0.2,channel_dropout,all_channels,0.2,roc_auc,primary,9,0.8775994186814637,0.8203851235301889,-0.0572142951512749,-0.0826065310570665,-0.0318220592454833,-0.0463971462544589,-0.07733310684559203,-0.040735518940037574,0.033034072469531967,-1.7319782537876574,-5.195934761362972,0.0008264948741909878,0.0,0.00390625,0.00390625,0.7748636242734839,9,1.0,0,0.0,0.0011807069631299826,0.0048828125,0.0048828125
channel_dropout_0.2,channel_dropout,all_channels,0.2,balanced_accuracy,secondary,9,0.821784345922277,0.5608401751505201,-0.260944170771757,-0.3316005538375985,-0.19028778770591553,-0.30538177339901473,-0.3140270935960592,-0.2148029556650246,0.09192054166839445,-2.8388014913262736,-8.51640447397882,2.7761156490661915e-05,0.0,0.00390625,0.00390625,0.10480918977805465,9,1.0,0,0.0,8.54189430481905e-05,0.0048828125,0.0048828125
channel_dropout_0.2,channel_dropout,all_channels,0.2,brier_score,calibration,9,0.12506066864757243,0.36751725559045856,0.24245658694288613,0.20156677385916028,0.283346400026612,0.2641149510737687,0.2344670852164021,0.27322114567166755,0.05319567184571283,4.557825449523414,13.673476348570244,7.882360763601682e-07,0.0,0.00390625,0.00390625,0.11822929726832077,9,1.0,0,0.0,3.5032714504896363e-06,0.0048828125,0.0048828125
channel_dropout_0.2,channel_dropout,all_channels,0.2,ece,calibration,9,0.11622190048256657,0.3799803296900422,0.26375842920747566,0.2435520218730893,0.283964836541862,0.25960300244693,0.24890730062580602,0.2876292929986802,0.026287559973430866,10.033583545755455,30.10075063726637,1.6101059236997691e-09,0.0,0.00390625,0.00390625,0.7151627445510569,9,1.0,0,0.0,2.146807898266359e-08,0.0048828125,0.0048828125
channel_dropout_0.3,channel_dropout,all_channels,0.3,roc_auc,primary,9,0.8775994186814637,0.7723994488798294,-0.10519996980163449,-0.1441596961896052,-0.06624024341366377,-0.0943672498726007,-0.14997112281297764,-0.0704000339731613,0.05068472227763983,-2.0755755398120175,-6.226726619436053,0.0002519930173101561,0.0,0.00390625,0.00390625,0.16566587110532877,9,1.0,0,0.0,0.0004581691223821019,0.0048828125,0.0048828125
channel_dropout_0.3,channel_dropout,all_channels,0.3,balanced_accuracy,secondary,9,0.821784345922277,0.5358648056923919,-0.285919540229885,-0.36500306774906344,-0.2068360127107066,-0.31333743842364536,-0.3656896551724138,-0.23939655172413787,0.10288384957147094,-2.7790517308672786,-8.337155192601836,3.240384254708611e-05,0.0,0.00390625,0.00390625,0.4006744329297833,9,1.0,0,0.0,9.258240727738889e-05,0.0048828125,0.0048828125
channel_dropout_0.3,channel_dropout,all_channels,0.3,brier_score,calibration,9,0.12506066864757243,0.3994044743566781,0.2743438057091056,0.23498711768534997,0.31370049373286124,0.2867667443708094,0.26787704703510695,0.30834069453077967,0.05120115019256606,5.35815708587222,16.07447125761666,2.2513347181410525e-07,0.0,0.00390625,0.00390625,0.13271460807396607,9,1.0,0,0.0,1.801067774512842e-06,0.0048828125,0.0048828125
channel_dropout_0.3,channel_dropout,all_channels,0.3,ece,calibration,9,0.11622190048256657,0.40473674538788,0.28851484490531343,0.2724705431366805,0.30455914667394635,0.2919158841269881,0.27353847066301673,0.30501050907275,0.020872861661905606,13.82248632595849,41.467458977875474,1.2597994377938411e-10,0.0,0.00390625,0.00390625,0.1831065657749001,9,1.0,0,0.0,5.039197751175364e-09,0.0048828125,0.0048828125
channel_dropout_0.5,channel_dropout,all_channels,0.5,roc_auc,primary,9,0.8775994186814637,0.7241316082517033,-0.15346781042976046,-0.1975918091838764,-0.10934381167564453,-0.13844487854594856,-0.19666128758280954,-0.12921691863427887,0.05740319119186142,-2.673506598558566,-8.020519795675698,4.2870192941298315e-05,0.0,0.00390625,0.00390625,0.8180869616005333,9,1.0,0,0.0,0.00011068393617114078,0.0048828125,0.0048828125
channel_dropout_0.5,channel_dropout,all_channels,0.5,balanced_accuracy,secondary,9,0.821784345922277,0.520353037766831,-0.3014313081554461,-0.3884853961480628,-0.2143772201628294,-0.31185960591133,-0.3746551724137932,-0.24985221674876845,0.11325316376968586,-2.6615707510692017,-7.984712253207606,4.427357446845631e-05,0.0,0.00390625,0.00390625,0.48770573677602,9,1.0,0,0.0,0.00011068393617114078,0.0048828125,0.0048828125
channel_dropout_0.5,channel_dropout,all_channels,0.5,brier_score,calibration,9,0.12506066864757243,0.41170598270231734,0.28664531405474486,0.2387866573270945,0.33450397078239524,0.2921540196381114,0.2590007177722118,0.32989066626429,0.062261800831610106,4.603871237678947,13.811613713036838,7.294755470330212e-07,0.0,0.00390625,0.00390625,0.5077604463633896,9,1.0,0,0.0,3.5032714504896363e-06,0.0048828125,0.0048828125
channel_dropout_0.5,channel_dropout,all_channels,0.5,ece,calibration,9,0.11622190048256657,0.41047669070793474,0.29425479022536816,0.2744910420147405,0.3140185384359958,0.2978900752477714,0.2677971217756579,0.3103459733747119,0.025711681833837454,11.444400725203389,34.33320217561016,5.661453985951832e-10,0.0,0.00390625,0.00390625,0.6098062137157736,9,1.0,0,0.0,1.1322907971903663e-08,0.0048828125,0.0048828125
cross_session_0,cross_session,all_channels,0.0,roc_auc,primary,9,0.8775994186814637,0.8702632030178327,-0.0073362156636311605,-0.021885445251626404,0.0072130139243640826,-0.00320183937405516,-0.02506501037020259,0.0016442184285525574,0.018927844966818028,-0.38758853300479335,-1.16276559901438,0.27843380154285846,14.0,0.359375,1.0,0.4848993753523557,5,0.5555555555555556,4,0.4444444444444444,0.30100951518146857,0.3885135135135135,1.0
cross_session_0,cross_session,all_channels,0.0,balanced_accuracy,secondary,9,0.821784345922277,0.771604938271605,-0.050179407650671984,-0.12460165991564101,0.024242844614297043,-0.010461138478379817,-0.03097974822112748,-0.0003420908593322336,0.09681975560513893,-0.5182765370253485,-1.5548296110760458,0.15859494362896645,5.0,0.0390625,0.1796875,0.0002503479988076293,7,0.7777777777777778,2,0.2222222222222222,0.17621660403218495,0.043402777777777776,0.19965277777777776
cross_session_0,cross_session,all_channels,0.0,brier_score,calibration,9,0.12506066864757243,0.14817282395594808,0.023112155308375643,-0.0035469134757739086,0.0497712240925252,0.014074205238683912,0.007428973992232607,0.0212826607580174,0.03468216085630208,0.6663989422151574,1.999196826645472,0.0806164830956141,2.0,0.01171875,0.0390625,0.0002869705387668191,8,0.8888888888888888,1,0.1111111111111111,0.09213312353784468,0.013786764705882353,0.044642857142857144
cross_session_0,cross_session,all_channels,0.0,ece,calibration,9,0.11622190048256657,0.1289586698742398,0.012736769391673211,-0.020838283855640932,0.04631182263898735,0.0016942145253982105,-0.02445890965023649,0.032111068000654414,0.04367952260112689,0.291595892839374,0.874787678518122,0.40718429051267857,17.0,0.5703125,1.0,0.33669806143863734,5,0.5555555555555556,4,0.4444444444444444,0.42861504264492484,0.5849358974358975,1.0
reduced_montage_motor_core,reduced_montage,motor_core,0.0,roc_auc,primary,9,0.8775994186814637,0.7669252401713756,-0.11067417851008811,-0.16302773100513301,-0.05832062601504322,-0.1212417190419568,-0.13669950738916237,-0.05426363173093285,0.06810944312171802,-1.6249461666028142,-4.874838499808443,0.0012323904365916841,0.0,0.00390625,0.00390625,0.5624940489152406,9,1.0,0,0.0,0.0016431872487889122,0.0048828125,0.0048828125
