condition,metric,metric_role,n_subjects,mean_delta_condition_minus_clean,delta_ci_low,delta_ci_high,median_delta_condition_minus_clean,median_delta_ci_low,median_delta_ci_high,cohens_dz,cohens_dz_magnitude,n_worse_than_clean,pct_worse_than_clean,n_better_than_clean,pct_better_than_clean,sign_test_p_value_bh_fdr,evidence_flag
reduced_montage_motor_core,roc_auc,primary,109,-0.03623853211009175,-0.06394260714620006,-0.008534457073983436,-0.03499999999999992,-0.05999999999999994,-0.019999999999999907,-0.24834496298808623,small,69,0.6330275229357798,39,0.3577981651376147,0.005953799506349861,fdr_significant_ttest
reduced_montage_motor_extended,roc_auc,primary,109,0.0014678899082568718,-0.026600823079550816,0.02953660289606456,0.010000000000000009,-0.010000000000000009,0.040000000000000036,0.009928860251202161,negligible,45,0.41284403669724773,58,0.5321100917431193,0.25269533629897867,descriptive_or_not_fdr_significant
region_dropout_0.046875,roc_auc,primary,109,-0.012821100917431192,-0.019532057026820662,-0.006110144808041721,-0.010000000000000009,-0.019999999999999907,0.0,-0.36271818798221567,small,61,0.5596330275229358,30,0.27522935779816515,0.0018664777777935026,non_normal_delta_check_wilcoxon
region_dropout_0.140625,roc_auc,primary,109,-0.043521916411824665,-0.05436771654827761,-0.032676116275371724,-0.040000000000000036,-0.05666666666666659,-0.025000000000000022,-0.7618593931902229,medium,84,0.7706422018348624,21,0.1926605504587156,6.334547749842955e-10,fdr_significant_ttest
channel_dropout_0.1,balanced_accuracy,secondary,109,-0.09319724770642203,-0.11163806342861778,-0.07475643198422628,-0.07950000000000002,-0.11749999999999994,-0.06449999999999995,-0.9595141243398974,large,89,0.8165137614678899,19,0.1743119266055046,9.122066477858258e-12,fdr_significant_ttest
channel_dropout_0.2,balanced_accuracy,secondary,109,-0.11753058103975536,-0.1409064227165159,-0.09415473936299482,-0.10850000000000004,-0.14049999999999996,-0.07249999999999995,-0.954579358518637,large,91,0.8348623853211009,18,0.1651376146788991,1.1984192292044116e-12,fdr_significant_ttest
channel_dropout_0.3,balanced_accuracy,secondary,109,-0.12615443425076453,-0.15218670577130144,-0.10012216273022763,-0.10249999999999998,-0.14200000000000002,-0.07100000000000006,-0.9200657581792818,large,87,0.7981651376146789,22,0.2018348623853211,3.9828489683572593e-10,non_normal_delta_check_wilcoxon
channel_dropout_0.5,balanced_accuracy,secondary,109,-0.13592354740061163,-0.1640786850844803,-0.10776840971674295,-0.10499999999999998,-0.15900000000000003,-0.08099999999999996,-0.9165696194181506,large,87,0.7981651376146789,22,0.2018348623853211,3.9828489683572593e-10,non_normal_delta_check_wilcoxon
reduced_montage_motor_core,balanced_accuracy,secondary,109,-0.03700305810397554,-0.05929331577623729,-0.014712800431713795,-0.03500000000000003,-0.05499999999999994,-0.02499999999999991,-0.31517440514210415,small,74,0.6788990825688074,33,0.30275229357798167,0.00012242701608358147,fdr_significant_ttest
reduced_montage_motor_extended,balanced_accuracy,secondary,109,-7.645259938838352e-05,-0.021118049560640333,0.020965144361863565,0.014999999999999902,-0.015000000000000013,0.030000000000000027,-0.0006898298314768646,negligible,48,0.44036697247706424,59,0.5412844036697247,0.3444697973650984,descriptive_or_not_fdr_significant
region_dropout_0.046875,balanced_accuracy,secondary,109,-0.051452599388379205,-0.06777070547853978,-0.03513449329821863,-0.04500000000000004,-0.06500000000000006,-0.03499999999999992,-0.5986403429024595,medium,75,0.6880733944954128,32,0.29357798165137616,5.4521257442664173e-05,non_normal_delta_check_wilcoxon
region_dropout_0.140625,balanced_accuracy,secondary,109,-0.12032874617737004,-0.14706562094008277,-0.0935918714146573,-0.07750000000000012,-0.11250000000000004,-0.0625,-0.8544510005169017,large,85,0.7798165137614679,24,0.22018348623853212,5.0979321181598465e-09,non_normal_delta_check_wilcoxon
