dataset,pipeline,stressor,montage,dropout_fraction,n_subjects,mean_roc_auc,roc_auc_ci_low,roc_auc_ci_high,mean_balanced_accuracy,balanced_accuracy_ci_low,balanced_accuracy_ci_high,mean_brier_score,brier_score_ci_low,brier_score_ci_high,mean_ece,ece_ci_low,ece_ci_high
BNCI2014-001,riemann_lr,channel_dropout,all_channels,0.1,9,0.8546369590245928,0.7610059136538302,0.9211364142247442,0.6251450465243569,0.5774817957682223,0.689862142287113,0.28642159299242265,0.2400340531020185,0.32608462130885973,0.3080956411917687,0.2832219077085038,0.33357704430317237
BNCI2014-001,riemann_lr,channel_dropout,all_channels,0.2,9,0.8222261857576959,0.727101850441718,0.8982718740999853,0.5718431855500821,0.5476206551692258,0.6068363437328954,0.35096586714051836,0.32070290967770076,0.3685814269509355,0.36211131650573763,0.3511999211714541,0.372746863569284
BNCI2014-001,riemann_lr,channel_dropout,all_channels,0.3,9,0.7781437442198442,0.6846931642981053,0.8626782003708677,0.5392063492063491,0.5219641057073224,0.5635599522211074,0.38092575631095515,0.35743726205595083,0.4029474461591329,0.3863778402156657,0.37124175734902826,0.4026964026617038
BNCI2014-001,riemann_lr,channel_dropout,all_channels,0.5,9,0.7198735443444124,0.6352111035901966,0.8066737444085839,0.5126929392446633,0.5073053480833544,0.5200945172336447,0.42596396266629366,0.4167202085321375,0.4396326029029125,0.4218467953493217,0.4083173875020208,0.43518358404859436
BNCI2014-001,riemann_lr,clean,all_channels,0.0,9,0.8853707793065699,0.7984654638002411,0.9427320838587534,0.8271072796934864,0.7516394204603745,0.8946907498631637,0.12249099241170638,0.08040466766335255,0.166523727822001,0.11582002166387478,0.10127082059263154,0.1279787156870094
BNCI2014-001,riemann_lr,cross_session,all_channels,0.0,9,0.8702632030178327,0.7748566871783885,0.9349429974554913,0.771604938271605,0.6697530864197531,0.8703703703703703,0.14817282395594808,0.09775842441213378,0.19412605637008407,0.1289586698742398,0.10504956796475143,0.18881435995902343
BNCI2014-001,riemann_lr,reduced_montage,motor_core,0.0,9,0.768112413415624,0.6707503442307943,0.8592590935022911,0.7143404488232075,0.6339135253500785,0.7993591327180474,0.18272395832452287,0.1387027268825747,0.21636451058186024,0.1195521043198002,0.10174270228815445,0.13199701124087676
BNCI2014-001,riemann_lr,reduced_montage,motor_extended,0.0,9,0.828209048185267,0.7210349677711542,0.9115770509870236,0.7660919540229885,0.6710293556962493,0.8533935413245758,0.14842133784246783,0.09834117349750157,0.19387411121883658,0.11320289541904868,0.10279342899181028,0.12245747301156684
