dataset,subject,pipeline,stressor,montage,fold,dropout_fraction,repeat,n_channels,n_dropped_channels,balanced_accuracy,roc_auc,brier_score,ece,selected_channels,region,dropped_channels
PhysionetMotorImagery,1,csp_lda,channel_dropout,all_channels,4,0.3,0,64,19,0.4,0.3,0.5238523095407053,0.5449869653437801,,,
PhysionetMotorImagery,1,csp_lda,channel_dropout,all_channels,4,0.3,1,64,19,0.5,0.45,0.44422512780449996,0.4442952589004414,,,
PhysionetMotorImagery,1,csp_lda,channel_dropout,all_channels,4,0.3,2,64,19,0.5,0.24999999999999997,0.4436420457787843,0.44021246393394176,,,
PhysionetMotorImagery,1,csp_lda,channel_dropout,all_channels,4,0.3,3,64,19,0.5,0.19999999999999996,0.4444444444421853,0.44444444148702505,,,
PhysionetMotorImagery,1,csp_lda,channel_dropout,all_channels,4,0.3,4,64,19,0.5,0.25,0.44437993531572473,0.4442468004306043,,,
PhysionetMotorImagery,1,csp_lda,channel_dropout,all_channels,4,0.3,5,64,19,0.5,0.24999999999999997,0.4465226669346738,0.45272753888055456,,,
PhysionetMotorImagery,1,csp_lda,channel_dropout,all_channels,4,0.3,6,64,19,0.5,0.5,0.4206469836468574,0.4309810130938564,,,
PhysionetMotorImagery,1,csp_lda,channel_dropout,all_channels,4,0.3,7,64,19,0.5,0.8,0.5552232810613503,0.5553656155103841,,,
PhysionetMotorImagery,1,csp_lda,channel_dropout,all_channels,4,0.3,8,64,19,0.5,0.0,0.4444621189482007,0.4421533316934506,,,
PhysionetMotorImagery,1,csp_lda,channel_dropout,all_channels,4,0.3,9,64,19,0.5,0.8,0.5555551326964188,0.5555553411394156,,,
PhysionetMotorImagery,1,csp_lda,channel_dropout,all_channels,4,0.5,0,64,32,0.5,0.8,0.5555238784882267,0.5555387720185301,,,
PhysionetMotorImagery,1,csp_lda,channel_dropout,all_channels,4,0.5,1,64,32,0.5,0.8,0.549221186340435,0.5522822497992669,,,
PhysionetMotorImagery,1,csp_lda,channel_dropout,all_channels,4,0.5,2,64,32,0.5,0.9500000000000001,0.555555554161039,0.5555555548320233,,,
PhysionetMotorImagery,1,csp_lda,channel_dropout,all_channels,4,0.5,3,64,32,0.5,0.65,0.55555555517728,0.555555555331055,,,
PhysionetMotorImagery,1,csp_lda,channel_dropout,all_channels,4,0.5,4,64,32,0.5,0.75,0.5555548169874632,0.5555551600081946,,,
PhysionetMotorImagery,1,csp_lda,channel_dropout,all_channels,4,0.5,5,64,32,0.5,0.25,0.44443476362971135,0.4440986101637716,,,
PhysionetMotorImagery,1,csp_lda,channel_dropout,all_channels,4,0.5,6,64,32,0.1,0.19999999999999996,0.6769120879308311,0.7800705690812699,,,
PhysionetMotorImagery,1,csp_lda,channel_dropout,all_channels,4,0.5,7,64,32,0.5,0.35,0.41116673539408083,0.39730203221756893,,,
PhysionetMotorImagery,1,csp_lda,channel_dropout,all_channels,4,0.5,8,64,32,0.4,0.09999999999999998,0.4842467920778607,0.49502963609221573,,,
PhysionetMotorImagery,1,csp_lda,channel_dropout,all_channels,4,0.5,9,64,32,0.5,0.55,0.5290313934673122,0.5406320009957405,,,
PhysionetMotorImagery,1,csp_lda,clean,all_channels,5,0.0,0,64,0,0.575,0.6,0.4207376642063901,0.4232589505165347,,,
PhysionetMotorImagery,1,csp_lda,channel_dropout,all_channels,5,0.1,0,64,6,0.5,0.45,0.4444444444444444,0.4444444444444444,,,
PhysionetMotorImagery,1,csp_lda,channel_dropout,all_channels,5,0.1,1,64,6,0.5,0.65,0.4444444444444444,0.4444444444444444,,,
PhysionetMotorImagery,1,csp_lda,channel_dropout,all_channels,5,0.1,2,64,6,0.4,0.5,0.5382852581480485,0.546339777837729,,,
PhysionetMotorImagery,1,csp_lda,channel_dropout,all_channels,5,0.1,3,64,6,0.5,0.8500000000000001,0.44444444442386083,0.44444444443388414,,,
PhysionetMotorImagery,1,csp_lda,channel_dropout,all_channels,5,0.1,4,64,6,0.5,0.44999999999999996,0.4444444444444444,0.4444444444444444,,,
PhysionetMotorImagery,1,csp_lda,channel_dropout,all_channels,5,0.1,5,64,6,0.525,0.8,0.4066436262369644,0.4463051143593145,,,
PhysionetMotorImagery,1,csp_lda,channel_dropout,all_channels,5,0.1,6,64,6,0.5,0.65,0.4444444444444444,0.4444444444444444,,,
PhysionetMotorImagery,1,csp_lda,channel_dropout,all_channels,5,0.1,7,64,6,0.5,0.49999999999999994,0.4444444444444444,0.4444444444444444,,,
PhysionetMotorImagery,1,csp_lda,channel_dropout,all_channels,5,0.1,8,64,6,0.5,0.5,0.44444444066184713,0.44444444254252335,,,
PhysionetMotorImagery,1,csp_lda,channel_dropout,all_channels,5,0.1,9,64,6,0.5,0.65,0.4444444444444444,0.4444444444444444,,,
PhysionetMotorImagery,1,csp_lda,channel_dropout,all_channels,5,0.2,0,64,13,0.5,0.7000000000000001,0.4444444444444444,0.4444444444444444,,,
PhysionetMotorImagery,1,csp_lda,channel_dropout,all_channels,5,0.2,1,64,13,0.5,0.55,0.4444444444444444,0.4444444444444444,,,
PhysionetMotorImagery,1,csp_lda,channel_dropout,all_channels,5,0.2,2,64,13,0.5,0.7,0.4228988528754802,0.4247757336214768,,,
PhysionetMotorImagery,1,csp_lda,channel_dropout,all_channels,5,0.2,3,64,13,0.5,0.65,0.4444444444444444,0.44444444444444414,,,
PhysionetMotorImagery,1,csp_lda,channel_dropout,all_channels,5,0.2,4,64,13,0.5,0.39999999999999997,0.4444444444444444,0.4444444444444444,,,
PhysionetMotorImagery,1,csp_lda,channel_dropout,all_channels,5,0.2,5,64,13,0.5,0.5,0.4444444444444444,0.4444444444444444,,,
PhysionetMotorImagery,1,csp_lda,channel_dropout,all_channels,5,0.2,6,64,13,0.5,0.35,0.4444444444444444,0.4444444444444444,,,
PhysionetMotorImagery,1,csp_lda,channel_dropout,all_channels,5,0.2,7,64,13,0.5,0.75,0.4444444409898872,0.4444444426568211,,,
PhysionetMotorImagery,1,csp_lda,channel_dropout,all_channels,5,0.2,8,64,13,0.5,0.5499999999999999,0.4444444444444444,0.4444444444444444,,,
PhysionetMotorImagery,1,csp_lda,channel_dropout,all_channels,5,0.2,9,64,13,0.5,0.45,0.4444444444444444,0.4444444444444444,,,
PhysionetMotorImagery,1,csp_lda,channel_dropout,all_channels,5,0.3,0,64,19,0.5,0.45,0.4444444444444444,0.4444444444444444,,,
PhysionetMotorImagery,1,csp_lda,channel_dropout,all_channels,5,0.3,1,64,19,0.5,0.5,0.4444444444444444,0.4444444444444444,,,
PhysionetMotorImagery,1,csp_lda,channel_dropout,all_channels,5,0.3,2,64,19,0.5,0.6499999999999999,0.4444444444444444,0.4444444444444444,,,
PhysionetMotorImagery,1,csp_lda,channel_dropout,all_channels,5,0.3,3,64,19,0.5,0.5,0.4444444444444444,0.4444444444444444,,,
PhysionetMotorImagery,1,csp_lda,channel_dropout,all_channels,5,0.3,4,64,19,0.5,0.35,0.4444444444444444,0.4444444444444444,,,
PhysionetMotorImagery,1,csp_lda,channel_dropout,all_channels,5,0.3,5,64,19,0.5,0.55,0.4444444444444444,0.4444444444444444,,,
PhysionetMotorImagery,1,csp_lda,channel_dropout,all_channels,5,0.3,6,64,19,0.5,0.85,0.4444444444444444,0.4444444444444444,,,
PhysionetMotorImagery,1,csp_lda,channel_dropout,all_channels,5,0.3,7,64,19,0.5,0.5,0.4444444444444444,0.4444444444444444,,,
PhysionetMotorImagery,1,csp_lda,channel_dropout,all_channels,5,0.3,8,64,19,0.5,0.35,0.4444444444444444,0.4444444444444444,,,
PhysionetMotorImagery,1,csp_lda,channel_dropout,all_channels,5,0.3,9,64,19,0.5,0.6,0.4444444444444444,0.4444444444444444,,,
PhysionetMotorImagery,1,csp_lda,channel_dropout,all_channels,5,0.5,0,64,32,0.5,0.65,0.4444444444444444,0.4444444444444444,,,
PhysionetMotorImagery,1,csp_lda,channel_dropout,all_channels,5,0.5,1,64,32,0.5,0.6,0.4444444444444444,0.4444444444444444,,,
PhysionetMotorImagery,1,csp_lda,channel_dropout,all_channels,5,0.5,2,64,32,0.5,0.5,0.4444444444444444,0.4444444444444444,,,
