dataset,subject,pipeline,stressor,montage,fold,dropout_fraction,repeat,n_channels,n_dropped_channels,balanced_accuracy,roc_auc,brier_score,ece,protocol_version,mask_seed_scope,selected_channels,region,dropped_channels,session_train,session_test,run_signature
BNCI2014-001,2,csp_lda,region_dropout,all_channels,5,0.13636363636363635,0,22,3,0.5,0.3842364532019704,0.48567254222185596,0.48455811948322036,0.3.2,not_applicable,,midline_motor_strip,"FCz,Cz,CPz",,,a5508b68efe858976affddc55ddec1d52be0d4e3724ba6ec227b70b4157f5ac0
BNCI2014-001,2,csp_lda,region_dropout,all_channels,5,0.3181818181818182,0,22,7,0.4907635467980296,0.49507389162561577,0.28629506254303966,0.16810628455711063,0.3.2,not_applicable,,right_motor_strip,"FC2,FC4,C2,C4,C6,CP2,CP4",,,a5508b68efe858976affddc55ddec1d52be0d4e3724ba6ec227b70b4157f5ac0
BNCI2014-001,2,csp_lda,cross_session,all_channels,0,0.0,0,22,0,0.5694444444444444,0.626736111111111,0.2799103206336537,0.22239073702700962,0.3.2,not_applicable,,,,0train,1test,a5508b68efe858976affddc55ddec1d52be0d4e3724ba6ec227b70b4157f5ac0
BNCI2014-001,3,csp_lda,clean,all_channels,1,0.0,0,22,0,0.9310344827586207,0.990487514863258,0.041569877132857744,0.05150092470911045,0.3.2,participant,,,,,,a5508b68efe858976affddc55ddec1d52be0d4e3724ba6ec227b70b4157f5ac0
BNCI2014-001,3,csp_lda,channel_dropout,all_channels,1,0.1,0,22,2,0.5,0.9857312722948871,0.4945280034301276,0.4971738740087609,0.3.2,participant,,,,,,a5508b68efe858976affddc55ddec1d52be0d4e3724ba6ec227b70b4157f5ac0
BNCI2014-001,3,csp_lda,channel_dropout,all_channels,1,0.1,1,22,2,0.5,0.9286563614744351,0.49739455180402314,0.4986769717807953,0.3.2,participant,,,,,,a5508b68efe858976affddc55ddec1d52be0d4e3724ba6ec227b70b4157f5ac0
BNCI2014-001,3,csp_lda,channel_dropout,all_channels,1,0.1,2,22,2,0.9137931034482758,0.9536266349583828,0.07921367509087342,0.11356853154790007,0.3.2,participant,,,,,,a5508b68efe858976affddc55ddec1d52be0d4e3724ba6ec227b70b4157f5ac0
BNCI2014-001,3,csp_lda,channel_dropout,all_channels,1,0.1,3,22,2,0.5,0.9322235434007136,0.49999867470428905,0.4999993370094558,0.3.2,participant,,,,,,a5508b68efe858976affddc55ddec1d52be0d4e3724ba6ec227b70b4157f5ac0
BNCI2014-001,3,csp_lda,channel_dropout,all_channels,1,0.1,4,22,2,0.5,0.9655172413793104,0.4984783856291851,0.49912428018214033,0.3.2,participant,,,,,,a5508b68efe858976affddc55ddec1d52be0d4e3724ba6ec227b70b4157f5ac0
BNCI2014-001,3,csp_lda,channel_dropout,all_channels,1,0.1,5,22,2,0.5,0.9631391200951249,0.4799181464694456,0.48845612594516946,0.3.2,participant,,,,,,a5508b68efe858976affddc55ddec1d52be0d4e3724ba6ec227b70b4157f5ac0
BNCI2014-001,3,csp_lda,channel_dropout,all_channels,1,0.1,6,22,2,0.5,0.9286563614744351,0.49739455180402314,0.4986769717807953,0.3.2,participant,,,,,,a5508b68efe858976affddc55ddec1d52be0d4e3724ba6ec227b70b4157f5ac0
BNCI2014-001,3,csp_lda,channel_dropout,all_channels,1,0.1,7,22,2,0.5,0.9762187871581451,0.49201097093190976,0.4955784035859551,0.3.2,participant,,,,,,a5508b68efe858976affddc55ddec1d52be0d4e3724ba6ec227b70b4157f5ac0
BNCI2014-001,3,csp_lda,channel_dropout,all_channels,1,0.1,8,22,2,0.7068965517241379,0.9809750297265161,0.21829581987967822,0.2747298885624195,0.3.2,participant,,,,,,a5508b68efe858976affddc55ddec1d52be0d4e3724ba6ec227b70b4157f5ac0
BNCI2014-001,3,csp_lda,channel_dropout,all_channels,1,0.1,9,22,2,0.5,0.9120095124851367,0.4999999959490503,0.4999999976679646,0.3.2,participant,,,,,,a5508b68efe858976affddc55ddec1d52be0d4e3724ba6ec227b70b4157f5ac0
BNCI2014-001,3,csp_lda,channel_dropout,all_channels,1,0.2,0,22,4,0.7068965517241379,0.9690844233055886,0.21186183707166842,0.27256497195777835,0.3.2,participant,,,,,,a5508b68efe858976affddc55ddec1d52be0d4e3724ba6ec227b70b4157f5ac0
BNCI2014-001,3,csp_lda,channel_dropout,all_channels,1,0.2,1,22,4,0.5172413793103449,0.9940546967895363,0.4795697631585038,0.48539653146886635,0.3.2,participant,,,,,,a5508b68efe858976affddc55ddec1d52be0d4e3724ba6ec227b70b4157f5ac0
BNCI2014-001,3,csp_lda,channel_dropout,all_channels,1,0.2,2,22,4,0.5,0.9583828775267539,0.4999998676590158,0.4999999338276786,0.3.2,participant,,,,,,a5508b68efe858976affddc55ddec1d52be0d4e3724ba6ec227b70b4157f5ac0
BNCI2014-001,3,csp_lda,channel_dropout,all_channels,1,0.2,3,22,4,0.603448275862069,0.8977407847800238,0.25675840149221313,0.30228384720568946,0.3.2,participant,,,,,,a5508b68efe858976affddc55ddec1d52be0d4e3724ba6ec227b70b4157f5ac0
BNCI2014-001,3,csp_lda,channel_dropout,all_channels,1,0.2,4,22,4,0.7758620689655172,0.9334126040428061,0.16031455789206372,0.19427115019638105,0.3.2,participant,,,,,,a5508b68efe858976affddc55ddec1d52be0d4e3724ba6ec227b70b4157f5ac0
BNCI2014-001,3,csp_lda,channel_dropout,all_channels,1,0.2,5,22,4,0.5689655172413793,0.9690844233055886,0.3835523842876864,0.42236268196839655,0.3.2,participant,,,,,,a5508b68efe858976affddc55ddec1d52be0d4e3724ba6ec227b70b4157f5ac0
BNCI2014-001,3,csp_lda,channel_dropout,all_channels,1,0.2,6,22,4,0.5517241379310345,0.9750297265160524,0.4117156419029275,0.4398320687236337,0.3.2,participant,,,,,,a5508b68efe858976affddc55ddec1d52be0d4e3724ba6ec227b70b4157f5ac0
BNCI2014-001,3,csp_lda,channel_dropout,all_channels,1,0.2,7,22,4,0.9310344827586208,0.995243757431629,0.06961287492629994,0.14775798260943934,0.3.2,participant,,,,,,a5508b68efe858976affddc55ddec1d52be0d4e3724ba6ec227b70b4157f5ac0
BNCI2014-001,3,csp_lda,channel_dropout,all_channels,1,0.2,8,22,4,0.5,0.910820451843044,0.4999998960502493,0.49999994798672026,0.3.2,participant,,,,,,a5508b68efe858976affddc55ddec1d52be0d4e3724ba6ec227b70b4157f5ac0
BNCI2014-001,3,csp_lda,channel_dropout,all_channels,1,0.2,9,22,4,0.5,0.9988109393579073,0.4896799918833759,0.4945869302065042,0.3.2,participant,,,,,,a5508b68efe858976affddc55ddec1d52be0d4e3724ba6ec227b70b4157f5ac0
BNCI2014-001,3,csp_lda,channel_dropout,all_channels,1,0.3,0,22,7,0.6551724137931034,0.859690844233056,0.24486471526754858,0.2709840806875229,0.3.2,participant,,,,,,a5508b68efe858976affddc55ddec1d52be0d4e3724ba6ec227b70b4157f5ac0
BNCI2014-001,3,csp_lda,channel_dropout,all_channels,1,0.3,1,22,7,0.5,0.9809750297265161,0.4999999372862169,0.49999996864204566,0.3.2,participant,,,,,,a5508b68efe858976affddc55ddec1d52be0d4e3724ba6ec227b70b4157f5ac0
BNCI2014-001,3,csp_lda,channel_dropout,all_channels,1,0.3,2,22,7,0.5,0.8894173602853745,0.4731849228587529,0.48481317544513436,0.3.2,participant,,,,,,a5508b68efe858976affddc55ddec1d52be0d4e3724ba6ec227b70b4157f5ac0
BNCI2014-001,3,csp_lda,channel_dropout,all_channels,1,0.3,3,22,7,0.7413793103448276,0.9643281807372177,0.18287432671505943,0.23488291996180133,0.3.2,participant,,,,,,a5508b68efe858976affddc55ddec1d52be0d4e3724ba6ec227b70b4157f5ac0
BNCI2014-001,3,csp_lda,channel_dropout,all_channels,1,0.3,4,22,7,0.5862068965517242,0.9690844233055886,0.3245328174939627,0.372703486316703,0.3.2,participant,,,,,,a5508b68efe858976affddc55ddec1d52be0d4e3724ba6ec227b70b4157f5ac0
BNCI2014-001,3,csp_lda,channel_dropout,all_channels,1,0.3,5,22,7,0.5,0.9750297265160522,0.4999860603768308,0.49999302666755596,0.3.2,participant,,,,,,a5508b68efe858976affddc55ddec1d52be0d4e3724ba6ec227b70b4157f5ac0
BNCI2014-001,3,csp_lda,channel_dropout,all_channels,1,0.3,6,22,7,0.5,0.9845422116527943,0.4766527031268063,0.48708502482573146,0.3.2,participant,,,,,,a5508b68efe858976affddc55ddec1d52be0d4e3724ba6ec227b70b4157f5ac0
BNCI2014-001,3,csp_lda,channel_dropout,all_channels,1,0.3,7,22,7,0.5,0.9357907253269917,0.4988721885154892,0.4994282644063318,0.3.2,participant,,,,,,a5508b68efe858976affddc55ddec1d52be0d4e3724ba6ec227b70b4157f5ac0
BNCI2014-001,3,csp_lda,channel_dropout,all_channels,1,0.3,8,22,7,0.5,0.9369797859690844,0.4644924222931536,0.4819321270775622,0.3.2,participant,,,,,,a5508b68efe858976affddc55ddec1d52be0d4e3724ba6ec227b70b4157f5ac0
BNCI2014-001,3,csp_lda,channel_dropout,all_channels,1,0.3,9,22,7,0.6896551724137931,0.9928656361474436,0.2043384737998768,0.277934528729704,0.3.2,participant,,,,,,a5508b68efe858976affddc55ddec1d52be0d4e3724ba6ec227b70b4157f5ac0
BNCI2014-001,3,csp_lda,channel_dropout,all_channels,1,0.5,0,22,11,0.5,0.8668252080856125,0.49999060991383076,0.49999479859049756,0.3.2,participant,,,,,,a5508b68efe858976affddc55ddec1d52be0d4e3724ba6ec227b70b4157f5ac0
BNCI2014-001,3,csp_lda,channel_dropout,all_channels,1,0.5,1,22,11,0.5,0.9286563614744352,0.4901787034558076,0.4944664226992317,0.3.2,participant,,,,,,a5508b68efe858976affddc55ddec1d52be0d4e3724ba6ec227b70b4157f5ac0
BNCI2014-001,3,csp_lda,channel_dropout,all_channels,1,0.5,2,22,11,0.5,0.9203329369797859,0.4996360516887967,0.499817432496095,0.3.2,participant,,,,,,a5508b68efe858976affddc55ddec1d52be0d4e3724ba6ec227b70b4157f5ac0
BNCI2014-001,3,csp_lda,channel_dropout,all_channels,1,0.5,3,22,11,0.5,0.9441141498216409,0.4718153182848857,0.48403485302758265,0.3.2,participant,,,,,,a5508b68efe858976affddc55ddec1d52be0d4e3724ba6ec227b70b4157f5ac0
BNCI2014-001,3,csp_lda,channel_dropout,all_channels,1,0.5,4,22,11,0.5,0.7728894173602854,0.4968884312296636,0.49827112294937853,0.3.2,participant,,,,,,a5508b68efe858976affddc55ddec1d52be0d4e3724ba6ec227b70b4157f5ac0
BNCI2014-001,3,csp_lda,channel_dropout,all_channels,1,0.5,5,22,11,0.5,0.9084423305588585,0.49999843568120456,0.4999992157563754,0.3.2,participant,,,,,,a5508b68efe858976affddc55ddec1d52be0d4e3724ba6ec227b70b4157f5ac0
BNCI2014-001,3,csp_lda,channel_dropout,all_channels,1,0.5,6,22,11,0.5,0.8906064209274673,0.49999871191321177,0.49999931915086315,0.3.2,participant,,,,,,a5508b68efe858976affddc55ddec1d52be0d4e3724ba6ec227b70b4157f5ac0
BNCI2014-001,3,csp_lda,channel_dropout,all_channels,1,0.5,7,22,11,0.5172413793103449,0.9215219976218787,0.480037822310552,0.48531080251262737,0.3.2,participant,,,,,,a5508b68efe858976affddc55ddec1d52be0d4e3724ba6ec227b70b4157f5ac0
BNCI2014-001,3,csp_lda,channel_dropout,all_channels,1,0.5,8,22,11,0.6551724137931034,0.882282996432818,0.3043775575004524,0.3364227220578961,0.3.2,participant,,,,,,a5508b68efe858976affddc55ddec1d52be0d4e3724ba6ec227b70b4157f5ac0
BNCI2014-001,3,csp_lda,channel_dropout,all_channels,1,0.5,9,22,11,0.5,0.9500594530321046,0.4999998846554271,0.49999994219687605,0.3.2,participant,,,,,,a5508b68efe858976affddc55ddec1d52be0d4e3724ba6ec227b70b4157f5ac0
BNCI2014-001,3,csp_lda,clean,all_channels,2,0.0,0,22,0,0.9655172413793104,0.9976218787158145,0.024835774748587086,0.04475901037140951,0.3.2,participant,,,,,,a5508b68efe858976affddc55ddec1d52be0d4e3724ba6ec227b70b4157f5ac0
BNCI2014-001,3,csp_lda,channel_dropout,all_channels,2,0.1,0,22,2,0.5,0.9084423305588585,0.4999830588163988,0.4999913584216089,0.3.2,participant,,,,,,a5508b68efe858976affddc55ddec1d52be0d4e3724ba6ec227b70b4157f5ac0
BNCI2014-001,3,csp_lda,channel_dropout,all_channels,2,0.1,1,22,2,0.5,0.887039239001189,0.49998859392678996,0.4999942782092657,0.3.2,participant,,,,,,a5508b68efe858976affddc55ddec1d52be0d4e3724ba6ec227b70b4157f5ac0
BNCI2014-001,3,csp_lda,channel_dropout,all_channels,2,0.1,2,22,2,0.5,0.8715814506539833,0.4999999960393216,0.4999999980109586,0.3.2,participant,,,,,,a5508b68efe858976affddc55ddec1d52be0d4e3724ba6ec227b70b4157f5ac0
BNCI2014-001,3,csp_lda,channel_dropout,all_channels,2,0.1,3,22,2,0.5344827586206896,0.9845422116527944,0.42992225174673193,0.4525066685045263,0.3.2,participant,,,,,,a5508b68efe858976affddc55ddec1d52be0d4e3724ba6ec227b70b4157f5ac0
BNCI2014-001,3,csp_lda,channel_dropout,all_channels,2,0.1,4,22,2,0.5,0.8727705112960761,0.4999999959326803,0.49999999795492556,0.3.2,participant,,,,,,a5508b68efe858976affddc55ddec1d52be0d4e3724ba6ec227b70b4157f5ac0
BNCI2014-001,3,csp_lda,channel_dropout,all_channels,2,0.1,5,22,2,0.5,0.8787158145065398,0.4999867146542275,0.4999933030588267,0.3.2,participant,,,,,,a5508b68efe858976affddc55ddec1d52be0d4e3724ba6ec227b70b4157f5ac0
BNCI2014-001,3,csp_lda,channel_dropout,all_channels,2,0.1,6,22,2,0.5344827586206896,0.9381688466111773,0.42871371256963836,0.45239203143242845,0.3.2,participant,,,,,,a5508b68efe858976affddc55ddec1d52be0d4e3724ba6ec227b70b4157f5ac0
BNCI2014-001,3,csp_lda,channel_dropout,all_channels,2,0.1,7,22,2,0.8620689655172413,0.9571938168846611,0.11507867144878275,0.17700823238771002,0.3.2,participant,,,,,,a5508b68efe858976affddc55ddec1d52be0d4e3724ba6ec227b70b4157f5ac0
BNCI2014-001,3,csp_lda,channel_dropout,all_channels,2,0.1,8,22,2,0.5172413793103449,0.9714625445897742,0.4626875703045943,0.4761683617480145,0.3.2,participant,,,,,,a5508b68efe858976affddc55ddec1d52be0d4e3724ba6ec227b70b4157f5ac0
BNCI2014-001,3,csp_lda,channel_dropout,all_channels,2,0.1,9,22,2,0.5,0.9096313912009513,0.49999980581892045,0.49999990288855817,0.3.2,participant,,,,,,a5508b68efe858976affddc55ddec1d52be0d4e3724ba6ec227b70b4157f5ac0
BNCI2014-001,3,csp_lda,channel_dropout,all_channels,2,0.2,0,22,4,0.5,0.9429250891795482,0.4998893419707738,0.4999434755253237,0.3.2,participant,,,,,,a5508b68efe858976affddc55ddec1d52be0d4e3724ba6ec227b70b4157f5ac0
BNCI2014-001,3,csp_lda,channel_dropout,all_channels,2,0.2,1,22,4,0.5,0.8656361474435197,0.49971979867789584,0.4998359700445813,0.3.2,participant,,,,,,a5508b68efe858976affddc55ddec1d52be0d4e3724ba6ec227b70b4157f5ac0
BNCI2014-001,3,csp_lda,channel_dropout,all_channels,2,0.2,2,22,4,0.5,0.9048751486325803,0.4999999950148708,0.49999999750212326,0.3.2,participant,,,,,,a5508b68efe858976affddc55ddec1d52be0d4e3724ba6ec227b70b4157f5ac0
BNCI2014-001,3,csp_lda,channel_dropout,all_channels,2,0.2,3,22,4,0.5,0.8204518430439952,0.49997147169149836,0.4999836517332771,0.3.2,participant,,,,,,a5508b68efe858976affddc55ddec1d52be0d4e3724ba6ec227b70b4157f5ac0
BNCI2014-001,3,csp_lda,channel_dropout,all_channels,2,0.2,4,22,4,0.5,0.8692033293697978,0.4971309199033397,0.4983608456127029,0.3.2,participant,,,,,,a5508b68efe858976affddc55ddec1d52be0d4e3724ba6ec227b70b4157f5ac0
BNCI2014-001,3,csp_lda,channel_dropout,all_channels,2,0.2,5,22,4,0.5,0.8596908442330559,0.49999999986582805,0.4999999999326037,0.3.2,participant,,,,,,a5508b68efe858976affddc55ddec1d52be0d4e3724ba6ec227b70b4157f5ac0
BNCI2014-001,3,csp_lda,channel_dropout,all_channels,2,0.2,6,22,4,0.5,0.9274673008323424,0.4999995995189325,0.4999997981686839,0.3.2,participant,,,,,,a5508b68efe858976affddc55ddec1d52be0d4e3724ba6ec227b70b4157f5ac0
BNCI2014-001,3,csp_lda,channel_dropout,all_channels,2,0.2,7,22,4,0.5,0.9250891795481568,0.49921502392503675,0.49960404186895535,0.3.2,participant,,,,,,a5508b68efe858976affddc55ddec1d52be0d4e3724ba6ec227b70b4157f5ac0
BNCI2014-001,3,csp_lda,channel_dropout,all_channels,2,0.2,8,22,4,0.6379310344827587,0.8846611177170036,0.28936541083146866,0.33375227358905013,0.3.2,participant,,,,,,a5508b68efe858976affddc55ddec1d52be0d4e3724ba6ec227b70b4157f5ac0
BNCI2014-001,3,csp_lda,channel_dropout,all_channels,2,0.2,9,22,4,0.5,0.9607609988109393,0.4999999916620131,0.4999999958281031,0.3.2,participant,,,,,,a5508b68efe858976affddc55ddec1d52be0d4e3724ba6ec227b70b4157f5ac0
BNCI2014-001,3,csp_lda,channel_dropout,all_channels,2,0.3,0,22,7,0.5,0.9536266349583828,0.4999890292581714,0.49999447854867357,0.3.2,participant,,,,,,a5508b68efe858976affddc55ddec1d52be0d4e3724ba6ec227b70b4157f5ac0
BNCI2014-001,3,csp_lda,channel_dropout,all_channels,2,0.3,1,22,7,0.5,0.8692033293697978,0.4784499131029526,0.4897335568089083,0.3.2,participant,,,,,,a5508b68efe858976affddc55ddec1d52be0d4e3724ba6ec227b70b4157f5ac0
BNCI2014-001,3,csp_lda,channel_dropout,all_channels,2,0.3,2,22,7,0.5,0.7039239001189062,0.4767255811764149,0.4806348003088499,0.3.2,participant,,,,,,a5508b68efe858976affddc55ddec1d52be0d4e3724ba6ec227b70b4157f5ac0
BNCI2014-001,3,csp_lda,channel_dropout,all_channels,2,0.3,3,22,7,0.5689655172413793,0.9714625445897742,0.35536397726820834,0.4019047709738736,0.3.2,participant,,,,,,a5508b68efe858976affddc55ddec1d52be0d4e3724ba6ec227b70b4157f5ac0
BNCI2014-001,3,csp_lda,channel_dropout,all_channels,2,0.3,4,22,7,0.5,0.9131985731272295,0.4290215611333873,0.45832717873204915,0.3.2,participant,,,,,,a5508b68efe858976affddc55ddec1d52be0d4e3724ba6ec227b70b4157f5ac0
BNCI2014-001,3,csp_lda,channel_dropout,all_channels,2,0.3,5,22,7,0.5,0.8644470868014269,0.4654366708292103,0.4807774281410034,0.3.2,participant,,,,,,a5508b68efe858976affddc55ddec1d52be0d4e3724ba6ec227b70b4157f5ac0
BNCI2014-001,3,csp_lda,channel_dropout,all_channels,2,0.3,6,22,7,0.5,0.6492271105826397,0.49999273734708716,0.49999398940446604,0.3.2,participant,,,,,,a5508b68efe858976affddc55ddec1d52be0d4e3724ba6ec227b70b4157f5ac0
BNCI2014-001,3,csp_lda,channel_dropout,all_channels,2,0.3,7,22,7,0.5,0.694411414982164,0.499999964673028,0.49999998102824783,0.3.2,participant,,,,,,a5508b68efe858976affddc55ddec1d52be0d4e3724ba6ec227b70b4157f5ac0
BNCI2014-001,3,csp_lda,channel_dropout,all_channels,2,0.3,8,22,7,0.4827586206896552,0.8727705112960762,0.47779442229426816,0.4948246600326324,0.3.2,participant,,,,,,a5508b68efe858976affddc55ddec1d52be0d4e3724ba6ec227b70b4157f5ac0
BNCI2014-001,3,csp_lda,channel_dropout,all_channels,2,0.3,9,22,7,0.6724137931034483,0.7455410225921523,0.24577299712933906,0.24455049089536737,0.3.2,participant,,,,,,a5508b68efe858976affddc55ddec1d52be0d4e3724ba6ec227b70b4157f5ac0
BNCI2014-001,3,csp_lda,channel_dropout,all_channels,2,0.5,0,22,11,0.5,0.901307966706302,0.4999999717469881,0.4999999854878572,0.3.2,participant,,,,,,a5508b68efe858976affddc55ddec1d52be0d4e3724ba6ec227b70b4157f5ac0
BNCI2014-001,3,csp_lda,channel_dropout,all_channels,2,0.5,1,22,11,0.5,0.9322235434007135,0.4999999795104907,0.49999998952924973,0.3.2,participant,,,,,,a5508b68efe858976affddc55ddec1d52be0d4e3724ba6ec227b70b4157f5ac0
BNCI2014-001,3,csp_lda,channel_dropout,all_channels,2,0.5,2,22,11,0.5,0.8192627824019024,0.4959184860765014,0.49749789051602533,0.3.2,participant,,,,,,a5508b68efe858976affddc55ddec1d52be0d4e3724ba6ec227b70b4157f5ac0
BNCI2014-001,3,csp_lda,channel_dropout,all_channels,2,0.5,3,22,11,0.5,0.9120095124851368,0.4409099779135218,0.4662796943141925,0.3.2,participant,,,,,,a5508b68efe858976affddc55ddec1d52be0d4e3724ba6ec227b70b4157f5ac0
BNCI2014-001,3,csp_lda,channel_dropout,all_channels,2,0.5,4,22,11,0.6379310344827587,0.6991676575505351,0.2477094365940867,0.20547407827810385,0.3.2,participant,,,,,,a5508b68efe858976affddc55ddec1d52be0d4e3724ba6ec227b70b4157f5ac0
BNCI2014-001,3,csp_lda,channel_dropout,all_channels,2,0.5,5,22,11,0.5,0.8501783590963139,0.49902142934087496,0.49948296780974866,0.3.2,participant,,,,,,a5508b68efe858976affddc55ddec1d52be0d4e3724ba6ec227b70b4157f5ac0
BNCI2014-001,3,csp_lda,channel_dropout,all_channels,2,0.5,6,22,11,0.5,0.7705112960760999,0.4999999707483816,0.4999999831759285,0.3.2,participant,,,,,,a5508b68efe858976affddc55ddec1d52be0d4e3724ba6ec227b70b4157f5ac0
BNCI2014-001,3,csp_lda,channel_dropout,all_channels,2,0.5,7,22,11,0.5,0.7526753864447087,0.4999964313158982,0.49999793982383156,0.3.2,participant,,,,,,a5508b68efe858976affddc55ddec1d52be0d4e3724ba6ec227b70b4157f5ac0
BNCI2014-001,3,csp_lda,channel_dropout,all_channels,2,0.5,8,22,11,0.5,0.7942925089179549,0.4996868676651625,0.4998353963441379,0.3.2,participant,,,,,,a5508b68efe858976affddc55ddec1d52be0d4e3724ba6ec227b70b4157f5ac0
BNCI2014-001,3,csp_lda,channel_dropout,all_channels,2,0.5,9,22,11,0.5,0.8287752675386444,0.49831785216010477,0.4982138820062454,0.3.2,participant,,,,,,a5508b68efe858976affddc55ddec1d52be0d4e3724ba6ec227b70b4157f5ac0
BNCI2014-001,3,csp_lda,clean,all_channels,3,0.0,0,22,0,0.9655172413793103,0.9809750297265161,0.04165189137529338,0.05256534913840262,0.3.2,participant,,,,,,a5508b68efe858976affddc55ddec1d52be0d4e3724ba6ec227b70b4157f5ac0
BNCI2014-001,3,csp_lda,channel_dropout,all_channels,3,0.1,0,22,2,0.6551724137931034,0.9667063020214031,0.2970050008988523,0.3256721158040497,0.3.2,participant,,,,,,a5508b68efe858976affddc55ddec1d52be0d4e3724ba6ec227b70b4157f5ac0
BNCI2014-001,3,csp_lda,channel_dropout,all_channels,3,0.1,1,22,2,0.5,0.8727705112960761,0.4996638040827181,0.49983096601044397,0.3.2,participant,,,,,,a5508b68efe858976affddc55ddec1d52be0d4e3724ba6ec227b70b4157f5ac0
BNCI2014-001,3,csp_lda,channel_dropout,all_channels,3,0.1,2,22,2,0.9310344827586207,0.9643281807372176,0.05639008015199011,0.07354834282893753,0.3.2,participant,,,,,,a5508b68efe858976affddc55ddec1d52be0d4e3724ba6ec227b70b4157f5ac0
BNCI2014-001,3,csp_lda,channel_dropout,all_channels,3,0.1,3,22,2,0.5,0.9595719381688466,0.4999994560704667,0.49999972788491914,0.3.2,participant,,,,,,a5508b68efe858976affddc55ddec1d52be0d4e3724ba6ec227b70b4157f5ac0
BNCI2014-001,3,csp_lda,channel_dropout,all_channels,3,0.1,4,22,2,0.7758620689655172,0.887039239001189,0.1387825757632321,0.14885210087143674,0.3.2,participant,,,,,,a5508b68efe858976affddc55ddec1d52be0d4e3724ba6ec227b70b4157f5ac0
BNCI2014-001,3,csp_lda,channel_dropout,all_channels,3,0.1,5,22,2,0.5,0.9560047562425684,0.49999999918806004,0.49999999958476726,0.3.2,participant,,,,,,a5508b68efe858976affddc55ddec1d52be0d4e3724ba6ec227b70b4157f5ac0
BNCI2014-001,3,csp_lda,channel_dropout,all_channels,3,0.1,6,22,2,0.5,0.929845422116528,0.4863351861984702,0.49269783516995624,0.3.2,participant,,,,,,a5508b68efe858976affddc55ddec1d52be0d4e3724ba6ec227b70b4157f5ac0
BNCI2014-001,3,csp_lda,channel_dropout,all_channels,3,0.1,7,22,2,0.5,0.9357907253269917,0.49999999987400584,0.4999999999365339,0.3.2,participant,,,,,,a5508b68efe858976affddc55ddec1d52be0d4e3724ba6ec227b70b4157f5ac0
BNCI2014-001,3,csp_lda,channel_dropout,all_channels,3,0.1,8,22,2,0.5,0.8834720570749108,0.4999942993795577,0.4999971490882399,0.3.2,participant,,,,,,a5508b68efe858976affddc55ddec1d52be0d4e3724ba6ec227b70b4157f5ac0
BNCI2014-001,3,csp_lda,channel_dropout,all_channels,3,0.1,9,22,2,0.5,0.8727705112960761,0.4996638040827181,0.49983096601044397,0.3.2,participant,,,,,,a5508b68efe858976affddc55ddec1d52be0d4e3724ba6ec227b70b4157f5ac0
BNCI2014-001,3,csp_lda,channel_dropout,all_channels,3,0.2,0,22,4,0.5862068965517242,0.9191438763376931,0.333059226485608,0.37978812893359953,0.3.2,participant,,,,,,a5508b68efe858976affddc55ddec1d52be0d4e3724ba6ec227b70b4157f5ac0
BNCI2014-001,3,csp_lda,channel_dropout,all_channels,3,0.2,1,22,4,0.5,0.8323424494649226,0.4752744934305986,0.4852132252061711,0.3.2,participant,,,,,,a5508b68efe858976affddc55ddec1d52be0d4e3724ba6ec227b70b4157f5ac0
BNCI2014-001,3,csp_lda,channel_dropout,all_channels,3,0.2,2,22,4,0.5,0.9227110582639715,0.4997390361653102,0.49986905154302036,0.3.2,participant,,,,,,a5508b68efe858976affddc55ddec1d52be0d4e3724ba6ec227b70b4157f5ac0
BNCI2014-001,3,csp_lda,channel_dropout,all_channels,3,0.2,3,22,4,0.5,0.8525564803804995,0.4995578076483001,0.5021736805707343,0.3.2,participant,,,,,,a5508b68efe858976affddc55ddec1d52be0d4e3724ba6ec227b70b4157f5ac0
BNCI2014-001,3,csp_lda,channel_dropout,all_channels,3,0.2,4,22,4,0.5,0.9797859690844233,0.46918785097681237,0.4825279397905911,0.3.2,participant,,,,,,a5508b68efe858976affddc55ddec1d52be0d4e3724ba6ec227b70b4157f5ac0
BNCI2014-001,3,csp_lda,channel_dropout,all_channels,3,0.2,5,22,4,0.5689655172413793,0.8929845422116528,0.30182396738823336,0.35060773624213776,0.3.2,participant,,,,,,a5508b68efe858976affddc55ddec1d52be0d4e3724ba6ec227b70b4157f5ac0
BNCI2014-001,3,csp_lda,channel_dropout,all_channels,3,0.2,6,22,4,0.5,0.8977407847800237,0.4999994385906659,0.49999971325225717,0.3.2,participant,,,,,,a5508b68efe858976affddc55ddec1d52be0d4e3724ba6ec227b70b4157f5ac0
BNCI2014-001,3,csp_lda,channel_dropout,all_channels,3,0.2,7,22,4,0.5,0.929845422116528,0.49998326435945073,0.49999115110500814,0.3.2,participant,,,,,,a5508b68efe858976affddc55ddec1d52be0d4e3724ba6ec227b70b4157f5ac0
BNCI2014-001,3,csp_lda,channel_dropout,all_channels,3,0.2,8,22,4,0.5,0.8727705112960761,0.4999999999996111,0.49999999999980477,0.3.2,participant,,,,,,a5508b68efe858976affddc55ddec1d52be0d4e3724ba6ec227b70b4157f5ac0
BNCI2014-001,3,csp_lda,channel_dropout,all_channels,3,0.2,9,22,4,0.5,0.8454221165279427,0.4959072089149061,0.4977542942640534,0.3.2,participant,,,,,,a5508b68efe858976affddc55ddec1d52be0d4e3724ba6ec227b70b4157f5ac0
