subject,clean_auc,dropout50_auc,worst_dropout_auc,worst_dropout_delta,best_montage,best_montage_auc,best_montage_gain,clean_working,dropout_failure,montage_rescue,deployability_score,priority,recommended_action,rationale
4,0.8326906743672499,0.5749770681161882,0.5749770681161882,-0.25771360625106166,motor_extended,0.8308816035332087,-0.0018090708340411377,True,True,False,0.7452089349413963,A_high,do not deploy without recalibration/dropout-aware training,"clean decoder works, but 50% dropout fails and reduced montage does not rescue enough"
5,0.607601494819093,0.5039188041447257,0.5039188041447257,-0.1036826906743673,motor_core,0.5775097672838457,-0.030091727535247248,True,True,False,0.6463368438933244,A_high,do not deploy without recalibration/dropout-aware training,"clean decoder works, but 50% dropout fails and reduced montage does not rescue enough"
6,0.7772209954136232,0.573038899269577,0.573038899269577,-0.20418209614404625,motor_extended,0.7556225581790386,-0.021598437234584655,True,True,False,0.7254250891795481,A_high,do not deploy without recalibration/dropout-aware training,"clean decoder works, but 50% dropout fails and reduced montage does not rescue enough"
1,0.939408866995074,0.6822226940716835,0.6822226940716835,-0.2571861729233905,motor_extended,0.9448615593680992,0.0054526923730252586,True,False,True,0.8273267368778665,B_fragile,deploy only with monitoring; subject is fragile under dropout,"clean decoder works, but worst dropout loss is at least 0.20 ROC-AUC"
3,0.9935790725326992,0.7636546628163751,0.7636546628163751,-0.2299244097163241,motor_extended,0.9928146764056396,-0.0007643961270595856,True,False,False,0.8800310005095975,B_fragile,deploy only with monitoring; subject is fragile under dropout,"clean decoder works, but worst dropout loss is at least 0.20 ROC-AUC"
7,0.9307966706302022,0.6324290810259895,0.6324290810259895,-0.2983675896042127,motor_extended,0.739128588415152,-0.19166808221505016,True,False,False,0.7509966876167827,B_fragile,deploy only with monitoring; subject is fragile under dropout,"clean decoder works, but worst dropout loss is at least 0.20 ROC-AUC"
8,0.9976048921352132,0.692025649736708,0.692025649736708,-0.3055792423985052,motor_extended,0.9894088669950738,-0.008196025140139396,True,False,False,0.8433650416171224,B_fragile,deploy only with monitoring; subject is fragile under dropout,"clean decoder works, but worst dropout loss is at least 0.20 ROC-AUC"
9,0.9194241549176152,0.6699057244776627,0.6325760149481909,-0.28684813996942427,motor_core,0.889026668931544,-0.03039748598607117,True,False,False,0.7978771020893494,B_fragile,deploy only with monitoring; subject is fragile under dropout,"clean decoder works, but worst dropout loss is at least 0.20 ROC-AUC"
2,0.5747154747749278,0.5014056395447597,0.4988483098352301,-0.0758671649396977,motor_extended,0.5796755563105147,0.004960081535586913,False,False,False,0.6449823764226261,D_low_clean,screen out or use different paradigm/features,clean all-channel performance is below threshold
