metric,numerator,denominator,rate,ci_low,ci_high
class_A_high,19,109,0.1743119266055046,0.10833373729275521,0.2587491121769975
class_B_rescue_candidate,23,109,0.21100917431192662,0.13871298929263765,0.2996026480991827
class_B_fragile,19,109,0.1743119266055046,0.10833373729275521,0.2587491121769975
class_C_ok_dev,24,109,0.22018348623853212,0.14645958456737898,0.3096711411615747
class_D_low_clean,24,109,0.22018348623853212,0.14645958456737898,0.3096711411615747
clean_working,62,109,0.5688073394495413,0.4704655043441137,0.6633150323247026
failure_at_50pct_among_clean_working,27,62,0.43548387096774194,0.30991206226817086,0.5674260356358476
montage_rescue_among_50pct_failures,19,27,0.7037037037037037,0.4981863336299986,0.8624734460594208
