dataset,pipeline,metric,n_subjects,mean_slope_per_10pct_dropout,slope_ci_low,slope_ci_high,slope_sd,t_statistic_vs_zero,t_p_value_vs_zero,shapiro_p_value_slope,n_harmful_slope,pct_harmful_slope,t_p_value_vs_zero_bh_fdr
PhysionetMotorImagery,riemann_lr,balanced_accuracy,109,-0.02338963963963964,-0.028373239369474702,-0.018406039909804578,0.02624911953235139,-9.302978969250288,1.790865007660954e-15,0.005242455719209443,85,0.7798165137614679,1.790865007660954e-15
PhysionetMotorImagery,riemann_lr,brier_score,109,0.030808100700294196,0.028122882040021006,0.03349331936056738,0.014143315957348,22.741909693486388,5.554554857307934e-43,0.008364642479412784,109,1.0,2.2218219429231736e-42
PhysionetMotorImagery,riemann_lr,ece,109,0.019267418668100302,0.016710130370048017,0.021824706966152588,0.013469493910675596,14.934321798908824,5.010102600420841e-28,0.011405406738071971,105,0.963302752293578,1.0020205200841682e-27
PhysionetMotorImagery,riemann_lr,roc_auc,109,-0.023411042923657605,-0.027421805399511664,-0.019400280447803547,0.02112508815952744,-11.570056511504484,1.262895053068319e-20,0.26596678043546074,93,0.8532110091743119,1.6838600707577585e-20
