dataset,subject,pipeline,stressor,montage,fold,dropout_fraction,repeat,n_channels,n_dropped_channels,balanced_accuracy,roc_auc,brier_score,ece,selected_channels,region,dropped_channels,session_train,session_test
BNCI2014-001,3,riemann_lr,channel_dropout,all_channels,2,0.2,2,22,4,0.6551724137931034,0.9928656361474435,0.22170172155151152,0.3038719028444783,,,,,
BNCI2014-001,3,riemann_lr,channel_dropout,all_channels,2,0.2,3,22,4,0.9482758620689655,0.9976218787158144,0.05649313657538342,0.1588274186712317,,,,,
BNCI2014-001,3,riemann_lr,channel_dropout,all_channels,2,0.2,4,22,4,0.5344827586206896,0.9988109393579073,0.3207179854782911,0.38615550501425705,,,,,
BNCI2014-001,3,riemann_lr,channel_dropout,all_channels,2,0.2,5,22,4,0.5862068965517242,0.9869203329369798,0.3203450546531998,0.3817990200521334,,,,,
BNCI2014-001,3,riemann_lr,channel_dropout,all_channels,2,0.2,6,22,4,0.5,0.9488703923900119,0.4037967729331612,0.4380392435653986,,,,,
BNCI2014-001,3,riemann_lr,channel_dropout,all_channels,2,0.2,7,22,4,0.9482758620689655,0.9833531510107015,0.06793718165307217,0.14436775997273255,,,,,
BNCI2014-001,3,riemann_lr,channel_dropout,all_channels,2,0.2,8,22,4,0.5,0.8870392390011891,0.43825675277668885,0.45709944493501997,,,,,
BNCI2014-001,3,riemann_lr,channel_dropout,all_channels,2,0.2,9,22,4,0.8448275862068966,0.9916765755053507,0.09266941531577956,0.17650808162722553,,,,,
BNCI2014-001,3,riemann_lr,channel_dropout,all_channels,2,0.3,0,22,7,0.5,0.9833531510107015,0.4588540342199713,0.47610470037635816,,,,,
BNCI2014-001,3,riemann_lr,channel_dropout,all_channels,2,0.3,1,22,7,0.5,0.9845422116527942,0.45923581641263245,0.4768515080987024,,,,,
BNCI2014-001,3,riemann_lr,channel_dropout,all_channels,2,0.3,2,22,7,0.5,0.9881093935790725,0.49744015555300214,0.49858664906517064,,,,,
BNCI2014-001,3,riemann_lr,channel_dropout,all_channels,2,0.3,3,22,7,0.8448275862068966,0.9667063020214031,0.11463009227981887,0.1874642441287384,,,,,
BNCI2014-001,3,riemann_lr,channel_dropout,all_channels,2,0.3,4,22,7,0.5,0.9048751486325802,0.49970706098980966,0.499824086308134,,,,,
BNCI2014-001,3,riemann_lr,channel_dropout,all_channels,2,0.3,5,22,7,0.8103448275862069,0.9857312722948871,0.12777040269063528,0.21138440239067335,,,,,
BNCI2014-001,3,riemann_lr,channel_dropout,all_channels,2,0.3,6,22,7,0.5,0.9821640903686089,0.4609339348111444,0.47797050061669166,,,,,
BNCI2014-001,3,riemann_lr,channel_dropout,all_channels,2,0.3,7,22,7,0.5,0.8335315101070155,0.49813546133173103,0.49854342808482194,,,,,
BNCI2014-001,3,riemann_lr,channel_dropout,all_channels,2,0.3,8,22,7,0.5,0.9334126040428062,0.4962587010630467,0.49763890193685056,,,,,
BNCI2014-001,3,riemann_lr,channel_dropout,all_channels,2,0.3,9,22,7,0.5,0.8870392390011891,0.27557142570538634,0.2950417905104093,,,,,
BNCI2014-001,3,riemann_lr,channel_dropout,all_channels,2,0.5,0,22,11,0.6206896551724138,0.8287752675386444,0.21529007298986694,0.19971015280137105,,,,,
BNCI2014-001,3,riemann_lr,channel_dropout,all_channels,2,0.5,1,22,11,0.5,0.9785969084423306,0.3667315443884605,0.40513859277717246,,,,,
BNCI2014-001,3,riemann_lr,channel_dropout,all_channels,2,0.5,2,22,11,0.5,0.7835909631391201,0.49906828456981467,0.49924215723919263,,,,,
BNCI2014-001,3,riemann_lr,channel_dropout,all_channels,2,0.5,3,22,11,0.5,0.760998810939358,0.498925221944915,0.49907732926693604,,,,,
BNCI2014-001,3,riemann_lr,channel_dropout,all_channels,2,0.5,4,22,11,0.5,0.7300832342449465,0.4999837802837465,0.4999865746203328,,,,,
BNCI2014-001,3,riemann_lr,channel_dropout,all_channels,2,0.5,5,22,11,0.5,0.910820451843044,0.49362925321856743,0.4959639510506061,,,,,
BNCI2014-001,3,riemann_lr,channel_dropout,all_channels,2,0.5,6,22,11,0.5,0.9369797859690845,0.49280814786188026,0.4949001969731161,,,,,
BNCI2014-001,3,riemann_lr,channel_dropout,all_channels,2,0.5,7,22,11,0.7241379310344828,0.9476813317479191,0.16516858356978867,0.25139636842649193,,,,,
BNCI2014-001,3,riemann_lr,channel_dropout,all_channels,2,0.5,8,22,11,0.7413793103448276,0.9464922711058263,0.18318197012773302,0.27122492700282147,,,,,
BNCI2014-001,3,riemann_lr,channel_dropout,all_channels,2,0.5,9,22,11,0.5,0.8133174791914387,0.49774030034364886,0.4983139748580291,,,,,
BNCI2014-001,3,riemann_lr,clean,all_channels,3,0.0,0,22,0,0.9482758620689655,0.990487514863258,0.04355244629902697,0.0960329764121731,,,,,
BNCI2014-001,3,riemann_lr,channel_dropout,all_channels,3,0.1,0,22,2,0.7413793103448276,0.9916765755053507,0.15537253764238193,0.23833703395437378,,,,,
BNCI2014-001,3,riemann_lr,channel_dropout,all_channels,3,0.1,1,22,2,0.6551724137931034,0.9881093935790725,0.20838552508951014,0.29119699630596974,,,,,
BNCI2014-001,3,riemann_lr,channel_dropout,all_channels,3,0.1,2,22,2,0.6551724137931034,0.9892984542211652,0.2494540442535057,0.33085068337153395,,,,,
BNCI2014-001,3,riemann_lr,channel_dropout,all_channels,3,0.1,3,22,2,0.7931034482758621,0.9928656361474435,0.14143617738078323,0.21839185786733797,,,,,
BNCI2014-001,3,riemann_lr,channel_dropout,all_channels,3,0.1,4,22,2,0.8620689655172413,0.9988109393579073,0.07941070919226316,0.16543731343458531,,,,,
BNCI2014-001,3,riemann_lr,channel_dropout,all_channels,3,0.1,5,22,2,0.5344827586206896,0.9892984542211654,0.35440707331893684,0.4118454423711113,,,,,
BNCI2014-001,3,riemann_lr,channel_dropout,all_channels,3,0.1,6,22,2,0.5689655172413793,0.9785969084423305,0.3212897967743417,0.3848183275642105,,,,,
BNCI2014-001,3,riemann_lr,channel_dropout,all_channels,3,0.1,7,22,2,0.9655172413793104,0.9976218787158145,0.038846428600058686,0.10659653662435918,,,,,
BNCI2014-001,3,riemann_lr,channel_dropout,all_channels,3,0.1,8,22,2,0.5862068965517242,0.9928656361474436,0.2796903289878654,0.3545388637600517,,,,,
BNCI2014-001,3,riemann_lr,channel_dropout,all_channels,3,0.1,9,22,2,0.8448275862068966,0.995243757431629,0.11335866027172482,0.20375793918463433,,,,,
BNCI2014-001,3,riemann_lr,channel_dropout,all_channels,3,0.2,0,22,4,0.6724137931034483,0.9964328180737217,0.1870648750988891,0.2729614903958886,,,,,
BNCI2014-001,3,riemann_lr,channel_dropout,all_channels,3,0.2,1,22,4,0.5172413793103449,0.980975029726516,0.3724798007084444,0.4225032587095825,,,,,
BNCI2014-001,3,riemann_lr,channel_dropout,all_channels,3,0.2,2,22,4,0.8620689655172413,0.990487514863258,0.1117039982178329,0.17498844690555312,,,,,
BNCI2014-001,3,riemann_lr,channel_dropout,all_channels,3,0.2,3,22,4,0.9137931034482758,0.9881093935790726,0.0654136265641626,0.10658685383781208,,,,,
BNCI2014-001,3,riemann_lr,channel_dropout,all_channels,3,0.2,4,22,4,0.5689655172413793,0.9833531510107016,0.26667818804618043,0.3458467692433715,,,,,
BNCI2014-001,3,riemann_lr,channel_dropout,all_channels,3,0.2,5,22,4,0.5344827586206896,0.9928656361474436,0.311617933523337,0.37716559599210886,,,,,
BNCI2014-001,3,riemann_lr,channel_dropout,all_channels,3,0.2,6,22,4,0.9482758620689655,0.9928656361474435,0.089715771961972,0.20107035520259817,,,,,
BNCI2014-001,3,riemann_lr,channel_dropout,all_channels,3,0.2,7,22,4,0.7758620689655172,0.9881093935790726,0.1261510487302509,0.188211044146579,,,,,
BNCI2014-001,3,riemann_lr,channel_dropout,all_channels,3,0.2,8,22,4,0.5,0.9892984542211654,0.3273364481658958,0.3927983117051791,,,,,
BNCI2014-001,3,riemann_lr,channel_dropout,all_channels,3,0.2,9,22,4,0.5,0.9346016646848989,0.3976388774624377,0.42945050034634086,,,,,
BNCI2014-001,3,riemann_lr,channel_dropout,all_channels,3,0.3,0,22,7,0.5,0.8715814506539834,0.4973730345861398,0.49833599770178166,,,,,
BNCI2014-001,3,riemann_lr,channel_dropout,all_channels,3,0.3,1,22,7,0.9827586206896552,0.9976218787158145,0.11214721605007671,0.29410609039756963,,,,,
BNCI2014-001,3,riemann_lr,channel_dropout,all_channels,3,0.3,2,22,7,0.5172413793103449,0.929845422116528,0.25548874716786646,0.36034473155963687,,,,,
BNCI2014-001,3,riemann_lr,channel_dropout,all_channels,3,0.3,3,22,7,0.8103448275862069,0.9785969084423306,0.11879812686725091,0.2403879681014901,,,,,
BNCI2014-001,3,riemann_lr,channel_dropout,all_channels,3,0.3,4,22,7,0.8620689655172413,0.953626634958383,0.14956756871094146,0.2243878346789657,,,,,
BNCI2014-001,3,riemann_lr,channel_dropout,all_channels,3,0.3,5,22,7,0.5,0.9215219976218787,0.4313165263190416,0.45640986759787705,,,,,
BNCI2014-001,3,riemann_lr,channel_dropout,all_channels,3,0.3,6,22,7,0.9137931034482758,0.9797859690844234,0.09384460291346919,0.1664407562983205,,,,,
BNCI2014-001,3,riemann_lr,channel_dropout,all_channels,3,0.3,7,22,7,0.5344827586206896,0.9952437574316291,0.27605296723559536,0.3452531443191637,,,,,
BNCI2014-001,3,riemann_lr,channel_dropout,all_channels,3,0.3,8,22,7,0.5,0.9274673008323424,0.47818197360247305,0.48622000496239653,,,,,
BNCI2014-001,3,riemann_lr,channel_dropout,all_channels,3,0.3,9,22,7,0.5,0.8739595719381689,0.4594356712220397,0.4735371187982037,,,,,
BNCI2014-001,3,riemann_lr,channel_dropout,all_channels,3,0.5,0,22,11,0.5,0.9667063020214031,0.28520495687086833,0.37172005660214336,,,,,
BNCI2014-001,3,riemann_lr,channel_dropout,all_channels,3,0.5,1,22,11,0.8275862068965517,0.9191438763376931,0.1677225506108842,0.2037826668573232,,,,,
BNCI2014-001,3,riemann_lr,channel_dropout,all_channels,3,0.5,2,22,11,0.5,0.8894173602853745,0.4201244949478054,0.43867039382642237,,,,,
BNCI2014-001,3,riemann_lr,channel_dropout,all_channels,3,0.5,3,22,11,0.5,0.9298454221165279,0.490735630710308,0.49381503188747616,,,,,
BNCI2014-001,3,riemann_lr,channel_dropout,all_channels,3,0.5,4,22,11,0.5,0.9726516052318668,0.4985958312279809,0.4992134322819358,,,,,
BNCI2014-001,3,riemann_lr,channel_dropout,all_channels,3,0.5,5,22,11,0.5,0.816884661117717,0.423269686902194,0.43040486092523544,,,,,
BNCI2014-001,3,riemann_lr,channel_dropout,all_channels,3,0.5,6,22,11,0.5,0.797859690844233,0.4698889315025808,0.47362366453710325,,,,,
BNCI2014-001,3,riemann_lr,channel_dropout,all_channels,3,0.5,7,22,11,0.5,0.9167657550535077,0.49990353629601497,0.4999316570043343,,,,,
BNCI2014-001,3,riemann_lr,channel_dropout,all_channels,3,0.5,8,22,11,0.7068965517241379,0.8953626634958383,0.1717361827064132,0.21599971801577286,,,,,
BNCI2014-001,3,riemann_lr,channel_dropout,all_channels,3,0.5,9,22,11,0.5344827586206896,0.9357907253269917,0.2895362708825949,0.3338521358976933,,,,,
BNCI2014-001,3,riemann_lr,clean,all_channels,4,0.0,0,22,0,0.9649014778325123,0.9926108374384237,0.034512415760636635,0.0579111638296031,,,,,
BNCI2014-001,3,riemann_lr,channel_dropout,all_channels,4,0.1,0,22,2,0.8620689655172413,0.9852216748768473,0.12609102191611804,0.19901805042620352,,,,,
BNCI2014-001,3,riemann_lr,channel_dropout,all_channels,4,0.1,1,22,2,0.7241379310344828,0.9889162561576355,0.16908106942181114,0.25475592255321566,,,,,
BNCI2014-001,3,riemann_lr,channel_dropout,all_channels,4,0.1,2,22,2,0.9291871921182266,0.9839901477832512,0.057530386483105184,0.10600648951477741,,,,,
BNCI2014-001,3,riemann_lr,channel_dropout,all_channels,4,0.1,3,22,2,0.5535714285714286,0.9864532019704434,0.3637979098476488,0.41141684670819223,,,,,
BNCI2014-001,3,riemann_lr,channel_dropout,all_channels,4,0.1,4,22,2,0.9649014778325123,0.9938423645320197,0.04062617556773917,0.09932664195136257,,,,,
BNCI2014-001,3,riemann_lr,channel_dropout,all_channels,4,0.1,5,22,2,0.5714285714285714,0.9864532019704433,0.29854310895565855,0.3632088455882135,,,,,
BNCI2014-001,3,riemann_lr,channel_dropout,all_channels,4,0.1,6,22,2,0.9476600985221675,0.9901477832512315,0.03965938350012248,0.10030380369190568,,,,,
BNCI2014-001,3,riemann_lr,channel_dropout,all_channels,4,0.1,7,22,2,0.5,0.9950738916256158,0.40942974367842316,0.4443970527285515,,,,,
BNCI2014-001,3,riemann_lr,channel_dropout,all_channels,4,0.1,8,22,2,0.5,0.9963054187192119,0.4095179844097743,0.4443287974616354,,,,,
BNCI2014-001,3,riemann_lr,channel_dropout,all_channels,4,0.1,9,22,2,0.7931034482758621,0.979064039408867,0.13097940130565985,0.19411208826095805,,,,,
BNCI2014-001,3,riemann_lr,channel_dropout,all_channels,4,0.2,0,22,4,0.5,0.9876847290640394,0.40359473559801495,0.4477010747855249,,,,,
BNCI2014-001,3,riemann_lr,channel_dropout,all_channels,4,0.2,1,22,4,0.9649014778325123,0.9778325123152709,0.06213708577469266,0.13128817269840776,,,,,
BNCI2014-001,3,riemann_lr,channel_dropout,all_channels,4,0.2,2,22,4,0.9476600985221675,0.9852216748768473,0.05535542062380722,0.09205945112319808,,,,,
BNCI2014-001,3,riemann_lr,channel_dropout,all_channels,4,0.2,3,22,4,0.5,0.9889162561576355,0.43927469111270967,0.46262022626999877,,,,,
BNCI2014-001,3,riemann_lr,channel_dropout,all_channels,4,0.2,4,22,4,0.5,0.9852216748768472,0.4867572400879149,0.4889034188772926,,,,,
BNCI2014-001,3,riemann_lr,channel_dropout,all_channels,4,0.2,5,22,4,0.5357142857142857,0.9926108374384237,0.33975458395507013,0.39782334296631583,,,,,
BNCI2014-001,3,riemann_lr,channel_dropout,all_channels,4,0.2,6,22,4,0.9291871921182266,0.9704433497536945,0.08993994980185112,0.1827936812364636,,,,,
BNCI2014-001,3,riemann_lr,channel_dropout,all_channels,4,0.2,7,22,4,0.5,0.9827586206896551,0.4202110723264982,0.4514418019223049,,,,,
BNCI2014-001,3,riemann_lr,channel_dropout,all_channels,4,0.2,8,22,4,0.5,0.979064039408867,0.4876345773236712,0.489329500551253,,,,,
BNCI2014-001,3,riemann_lr,channel_dropout,all_channels,4,0.2,9,22,4,0.5,0.9802955665024631,0.3933716450203299,0.4329159207024521,,,,,
BNCI2014-001,3,riemann_lr,channel_dropout,all_channels,4,0.3,0,22,7,0.5,0.977832512315271,0.45938404389772447,0.4722575380727103,,,,,
BNCI2014-001,3,riemann_lr,channel_dropout,all_channels,4,0.3,1,22,7,0.8571428571428572,0.9876847290640395,0.14660229078422254,0.2803386991154263,,,,,
BNCI2014-001,3,riemann_lr,channel_dropout,all_channels,4,0.3,2,22,7,0.5,0.958128078817734,0.4910215233731678,0.4911121555708686,,,,,
BNCI2014-001,3,riemann_lr,channel_dropout,all_channels,4,0.3,3,22,7,0.5,0.9445812807881774,0.49113780282123387,0.4911774989013273,,,,,
BNCI2014-001,3,riemann_lr,channel_dropout,all_channels,4,0.3,4,22,7,0.5,0.9901477832512315,0.3685812947442778,0.41537737726371726,,,,,
BNCI2014-001,3,riemann_lr,channel_dropout,all_channels,4,0.3,5,22,7,0.5,0.9692118226600985,0.4755425870394211,0.4902354567688659,,,,,
BNCI2014-001,3,riemann_lr,channel_dropout,all_channels,4,0.3,6,22,7,0.5,0.9655172413793104,0.4200700027267181,0.44293034112998847,,,,,
BNCI2014-001,3,riemann_lr,channel_dropout,all_channels,4,0.3,7,22,7,0.5,0.958128078817734,0.5030472978014867,0.5054602525474952,,,,,
BNCI2014-001,3,riemann_lr,channel_dropout,all_channels,4,0.3,8,22,7,0.5,0.9692118226600985,0.4911134275434066,0.4911671207747519,,,,,
BNCI2014-001,3,riemann_lr,channel_dropout,all_channels,4,0.3,9,22,7,0.5,0.9618226600985222,0.49073727282815044,0.490928779628635,,,,,
BNCI2014-001,3,riemann_lr,channel_dropout,all_channels,4,0.5,0,22,11,0.8947044334975369,0.9359605911330049,0.1705170776314316,0.285068953935392,,,,,
BNCI2014-001,3,riemann_lr,channel_dropout,all_channels,4,0.5,1,22,11,0.5,0.9285714285714286,0.485946792685821,0.4877785057601383,,,,,
BNCI2014-001,3,riemann_lr,channel_dropout,all_channels,4,0.5,2,22,11,0.5,0.9470443349753694,0.4738468451015661,0.47935125866255107,,,,,
BNCI2014-001,3,riemann_lr,channel_dropout,all_channels,4,0.5,3,22,11,0.5,0.9729064039408867,0.33071674132460527,0.36887353443202064,,,,,
BNCI2014-001,3,riemann_lr,channel_dropout,all_channels,4,0.5,4,22,11,0.5,0.9630541871921183,0.290759695986414,0.29754945931662935,,,,,
BNCI2014-001,3,riemann_lr,channel_dropout,all_channels,4,0.5,5,22,11,0.5,0.9137931034482758,0.49076725648662367,0.4909097057026022,,,,,
BNCI2014-001,3,riemann_lr,channel_dropout,all_channels,4,0.5,6,22,11,0.603448275862069,0.6502463054187192,0.24768818015199504,0.1106384268886193,,,,,
BNCI2014-001,3,riemann_lr,channel_dropout,all_channels,4,0.5,7,22,11,0.5,0.8731527093596059,0.35523614651024643,0.3786833929933031,,,,,
BNCI2014-001,3,riemann_lr,channel_dropout,all_channels,4,0.5,8,22,11,0.5,0.9642857142857142,0.4856204963635609,0.48709288984858556,,,,,
BNCI2014-001,3,riemann_lr,channel_dropout,all_channels,4,0.5,9,22,11,0.5,0.9470443349753694,0.48879707363091357,0.48948734417476764,,,,,
BNCI2014-001,3,riemann_lr,clean,all_channels,5,0.0,0,22,0,0.9827586206896552,1.0,0.021100316676333955,0.07247387873228062,,,,,
BNCI2014-001,3,riemann_lr,channel_dropout,all_channels,5,0.1,0,22,2,0.5172413793103449,0.9963054187192119,0.3750670999247048,0.4287012702110218,,,,,
BNCI2014-001,3,riemann_lr,channel_dropout,all_channels,5,0.1,1,22,2,0.896551724137931,1.0,0.04867962607997936,0.13457146482468746,,,,,
BNCI2014-001,3,riemann_lr,channel_dropout,all_channels,5,0.1,2,22,2,0.7678571428571428,1.0,0.13439699266070756,0.22001994840704853,,,,,
BNCI2014-001,3,riemann_lr,channel_dropout,all_channels,5,0.1,3,22,2,1.0,1.0,0.02546994169281548,0.11405122928805021,,,,,
BNCI2014-001,3,riemann_lr,channel_dropout,all_channels,5,0.1,4,22,2,0.6724137931034483,0.9975369458128079,0.2082841928301317,0.3024240423732636,,,,,
BNCI2014-001,3,riemann_lr,channel_dropout,all_channels,5,0.1,5,22,2,0.5,0.9975369458128079,0.4613293502860073,0.48277710207410834,,,,,
BNCI2014-001,3,riemann_lr,channel_dropout,all_channels,5,0.1,6,22,2,0.5517241379310345,0.9963054187192119,0.23747198179401502,0.32372841934591284,,,,,
BNCI2014-001,3,riemann_lr,channel_dropout,all_channels,5,0.1,7,22,2,0.9821428571428572,1.0,0.042891314423819736,0.13721385942340694,,,,,
BNCI2014-001,3,riemann_lr,channel_dropout,all_channels,5,0.1,8,22,2,0.9482758620689655,0.9987684729064039,0.049713202831057644,0.15004712624822553,,,,,
BNCI2014-001,3,riemann_lr,channel_dropout,all_channels,5,0.1,9,22,2,0.896551724137931,1.0,0.058795881392363594,0.14958600808155792,,,,,
BNCI2014-001,3,riemann_lr,channel_dropout,all_channels,5,0.2,0,22,4,0.6206896551724138,0.9963054187192119,0.21311448178304365,0.3003285117828346,,,,,
BNCI2014-001,3,riemann_lr,channel_dropout,all_channels,5,0.2,1,22,4,0.5,0.9889162561576355,0.4495629204266128,0.4681298412695108,,,,,
BNCI2014-001,3,riemann_lr,channel_dropout,all_channels,5,0.2,2,22,4,0.8214285714285714,0.9987684729064039,0.11974617443994875,0.22276939279422575,,,,,
BNCI2014-001,3,riemann_lr,channel_dropout,all_channels,5,0.2,3,22,4,0.875,1.0,0.07911888449070963,0.1870829922797528,,,,,
BNCI2014-001,3,riemann_lr,channel_dropout,all_channels,5,0.2,4,22,4,0.5,0.9889162561576355,0.4576800337372704,0.47320553961987216,,,,,
BNCI2014-001,3,riemann_lr,channel_dropout,all_channels,5,0.2,5,22,4,0.5,0.9692118226600985,0.4873327905443113,0.48912101946776587,,,,,
BNCI2014-001,3,riemann_lr,channel_dropout,all_channels,5,0.2,6,22,4,0.6785714285714286,0.9950738916256158,0.19564391949181578,0.279300715206062,,,,,
BNCI2014-001,3,riemann_lr,channel_dropout,all_channels,5,0.2,7,22,4,0.6071428571428571,0.9839901477832513,0.19848665080700523,0.30418002565366403,,,,,
BNCI2014-001,3,riemann_lr,channel_dropout,all_channels,5,0.2,8,22,4,0.5535714285714286,0.9901477832512315,0.2775050740128776,0.3492528501149994,,,,,
BNCI2014-001,3,riemann_lr,channel_dropout,all_channels,5,0.2,9,22,4,0.5,0.9975369458128079,0.4782175920968806,0.4925598843563233,,,,,
BNCI2014-001,3,riemann_lr,channel_dropout,all_channels,5,0.3,0,22,7,0.5,1.0,0.4644457512393394,0.4834620070382762,,,,,
BNCI2014-001,3,riemann_lr,channel_dropout,all_channels,5,0.3,1,22,7,0.603448275862069,0.9963054187192119,0.22778616398959892,0.3443014864176913,,,,,
BNCI2014-001,3,riemann_lr,channel_dropout,all_channels,5,0.3,2,22,7,0.5,0.896551724137931,0.5075085629058563,0.5080481366944914,,,,,
BNCI2014-001,3,riemann_lr,channel_dropout,all_channels,5,0.3,3,22,7,0.5,0.9926108374384236,0.44495556710071643,0.4730315803263366,,,,,
BNCI2014-001,3,riemann_lr,channel_dropout,all_channels,5,0.3,4,22,7,0.5,0.9901477832512315,0.4860959361175541,0.48848880294362407,,,,,
BNCI2014-001,3,riemann_lr,channel_dropout,all_channels,5,0.3,5,22,7,0.5535714285714286,0.855911330049261,0.22321569473659025,0.2097095075032508,,,,,
BNCI2014-001,3,riemann_lr,channel_dropout,all_channels,5,0.3,6,22,7,0.5178571428571429,0.9975369458128079,0.33180598478804346,0.3944696352575232,,,,,
BNCI2014-001,3,riemann_lr,channel_dropout,all_channels,5,0.3,7,22,7,0.5,0.9408866995073892,0.39884120820715835,0.43485911634741203,,,,,
BNCI2014-001,3,riemann_lr,channel_dropout,all_channels,5,0.3,8,22,7,0.8091133004926109,0.9618226600985221,0.1342585719544616,0.21348638718210994,,,,,
BNCI2014-001,3,riemann_lr,channel_dropout,all_channels,5,0.3,9,22,7,0.5,0.9470443349753696,0.3112030001353742,0.3621673391846469,,,,,
BNCI2014-001,3,riemann_lr,channel_dropout,all_channels,5,0.5,0,22,11,0.5,0.9630541871921181,0.5041861292983885,0.5056776593966795,,,,,
BNCI2014-001,3,riemann_lr,channel_dropout,all_channels,5,0.5,1,22,11,0.5,0.9064039408866995,0.40060698707402415,0.42505750951825105,,,,,
BNCI2014-001,3,riemann_lr,channel_dropout,all_channels,5,0.5,2,22,11,0.5,0.7807881773399015,0.4859795081153481,0.48696502777834194,,,,,
BNCI2014-001,3,riemann_lr,channel_dropout,all_channels,5,0.5,3,22,11,0.6071428571428571,0.9913793103448275,0.18828231430732484,0.36120334577514507,,,,,
BNCI2014-001,3,riemann_lr,channel_dropout,all_channels,5,0.5,4,22,11,0.5,0.894088669950739,0.4788056665582433,0.48636701883464367,,,,,
BNCI2014-001,3,riemann_lr,channel_dropout,all_channels,5,0.5,5,22,11,0.5,0.9519704433497537,0.5042329318478068,0.5057347920762291,,,,,
BNCI2014-001,3,riemann_lr,channel_dropout,all_channels,5,0.5,6,22,11,0.5,0.8793103448275863,0.4905041150350306,0.4907544750946934,,,,,
BNCI2014-001,3,riemann_lr,channel_dropout,all_channels,5,0.5,7,22,11,0.5172413793103449,0.9704433497536946,0.26200592886369123,0.34697532071501114,,,,,
BNCI2014-001,3,riemann_lr,channel_dropout,all_channels,5,0.5,8,22,11,0.5,0.9310344827586207,0.5086762913822356,0.508710019510495,,,,,
BNCI2014-001,3,riemann_lr,channel_dropout,all_channels,5,0.5,9,22,11,0.5,0.7770935960591133,0.48811364799848755,0.4886830898617234,,,,,
BNCI2014-001,3,riemann_lr,reduced_montage,motor_core,1,0.0,0,3,0,0.9655172413793103,0.9964328180737217,0.04788012128059514,0.13828529922615812,"C3,Cz,C4",,,,
BNCI2014-001,3,riemann_lr,reduced_montage,motor_core,2,0.0,0,3,0,0.8620689655172413,0.9667063020214031,0.08756146991105483,0.10700077785133456,"C3,Cz,C4",,,,
BNCI2014-001,3,riemann_lr,reduced_montage,motor_core,3,0.0,0,3,0,0.8620689655172413,0.9346016646848989,0.09586938308300313,0.08046435779232818,"C3,Cz,C4",,,,
BNCI2014-001,3,riemann_lr,reduced_montage,motor_core,4,0.0,0,3,0,0.9298029556650247,0.979064039408867,0.06719694219867296,0.09976156014846689,"C3,Cz,C4",,,,
BNCI2014-001,3,riemann_lr,reduced_montage,motor_core,5,0.0,0,3,0,0.9125615763546798,0.9926108374384237,0.062117879873279574,0.16865556220289957,"C3,Cz,C4",,,,
BNCI2014-001,3,riemann_lr,reduced_montage,motor_extended,1,0.0,0,9,0,1.0,1.0,0.02222725572076618,0.10744508778488505,"FC3,FCz,FC4,C3,Cz,C4,CP3,CPz,CP4",,,,
BNCI2014-001,3,riemann_lr,reduced_montage,motor_extended,2,0.0,0,9,0,0.9827586206896552,0.9976218787158144,0.03707133487762836,0.11507681396886726,"FC3,FCz,FC4,C3,Cz,C4,CP3,CPz,CP4",,,,
BNCI2014-001,3,riemann_lr,reduced_montage,motor_extended,3,0.0,0,9,0,0.9310344827586207,0.9785969084423305,0.05844502337972553,0.09552045737497737,"FC3,FCz,FC4,C3,Cz,C4,CP3,CPz,CP4",,,,
BNCI2014-001,3,riemann_lr,reduced_montage,motor_extended,4,0.0,0,9,0,0.9649014778325123,0.9889162561576355,0.04271891192875986,0.07337433604253824,"FC3,FCz,FC4,C3,Cz,C4,CP3,CPz,CP4",,,,
BNCI2014-001,3,riemann_lr,reduced_montage,motor_extended,5,0.0,0,9,0,0.9470443349753694,0.9963054187192119,0.033550217371442814,0.09831388721677423,"FC3,FCz,FC4,C3,Cz,C4,CP3,CPz,CP4",,,,
BNCI2014-001,3,riemann_lr,region_dropout,all_channels,1,0.3181818181818182,0,22,7,0.5,0.8466111771700358,0.49986500356813723,0.4999219740426907,,left_motor_strip,"FC3,FC1,C5,C3,C1,CP3,CP1",,
BNCI2014-001,3,riemann_lr,region_dropout,all_channels,1,0.13636363636363635,0,22,3,0.8793103448275862,0.9976218787158145,0.09715064860906762,0.19075672567578875,,midline_motor_strip,"FCz,Cz,CPz",,
BNCI2014-001,3,riemann_lr,region_dropout,all_channels,1,0.3181818181818182,0,22,7,0.5,0.9274673008323424,0.49991213354077424,0.49995151710708097,,right_motor_strip,"FC2,FC4,C2,C4,C6,CP2,CP4",,
BNCI2014-001,3,riemann_lr,region_dropout,all_channels,2,0.3181818181818182,0,22,7,0.5,0.8763376932223543,0.49971356994623933,0.49984819183366014,,left_motor_strip,"FC3,FC1,C5,C3,C1,CP3,CP1",,
BNCI2014-001,3,riemann_lr,region_dropout,all_channels,2,0.13636363636363635,0,22,3,0.7758620689655172,0.9976218787158144,0.1321837444572625,0.20943816157829093,,midline_motor_strip,"FCz,Cz,CPz",,
BNCI2014-001,3,riemann_lr,region_dropout,all_channels,2,0.3181818181818182,0,22,7,0.5,0.8739595719381689,0.4999415890128047,0.49996708389162325,,right_motor_strip,"FC2,FC4,C2,C4,C6,CP2,CP4",,
BNCI2014-001,3,riemann_lr,region_dropout,all_channels,3,0.3181818181818182,0,22,7,0.5,0.8989298454221165,0.49978654213947266,0.4998715890397938,,left_motor_strip,"FC3,FC1,C5,C3,C1,CP3,CP1",,
