dataset,subject,pipeline,stressor,montage,fold,dropout_fraction,repeat,n_channels,n_dropped_channels,balanced_accuracy,roc_auc,brier_score,ece,selected_channels,region,dropped_channels,session_train,session_test
BNCI2014-001,6,riemann_lr,channel_dropout,all_channels,1,0.1,8,22,2,0.5,0.8917954815695601,0.49994530984816277,0.4999664777999303,,,,,
BNCI2014-001,6,riemann_lr,channel_dropout,all_channels,1,0.1,9,22,2,0.6896551724137931,0.8347205707491082,0.19458747639508617,0.2015915339840165,,,,,
BNCI2014-001,6,riemann_lr,channel_dropout,all_channels,1,0.2,0,22,4,0.5,0.6658739595719381,0.4965871475779804,0.49688665466364124,,,,,
BNCI2014-001,6,riemann_lr,channel_dropout,all_channels,1,0.2,1,22,4,0.5,0.793103448275862,0.49558774095779945,0.49668010732132983,,,,,
BNCI2014-001,6,riemann_lr,channel_dropout,all_channels,1,0.2,2,22,4,0.5,0.8442330558858502,0.4976342022876508,0.4984323272134432,,,,,
BNCI2014-001,6,riemann_lr,channel_dropout,all_channels,1,0.2,3,22,4,0.5,0.848989298454221,0.4999906178970088,0.49999336478184064,,,,,
BNCI2014-001,6,riemann_lr,channel_dropout,all_channels,1,0.2,4,22,4,0.5,0.6956004756242569,0.48007786644375333,0.48376875279987397,,,,,
BNCI2014-001,6,riemann_lr,channel_dropout,all_channels,1,0.2,5,22,4,0.5344827586206896,0.8573127229488704,0.2923318214440882,0.3339262801660504,,,,,
BNCI2014-001,6,riemann_lr,channel_dropout,all_channels,1,0.2,6,22,4,0.5,0.7300832342449465,0.4989319565985964,0.49917942239414137,,,,,
BNCI2014-001,6,riemann_lr,channel_dropout,all_channels,1,0.2,7,22,4,0.5,0.8109393579072532,0.4967584649054654,0.49771594649351647,,,,,
BNCI2014-001,6,riemann_lr,channel_dropout,all_channels,1,0.2,8,22,4,0.5172413793103449,0.746730083234245,0.3870689693175804,0.4038909446165432,,,,,
BNCI2014-001,6,riemann_lr,channel_dropout,all_channels,1,0.2,9,22,4,0.7586206896551724,0.8501783590963139,0.16612542301915656,0.11847461237792589,,,,,
BNCI2014-001,6,riemann_lr,channel_dropout,all_channels,1,0.3,0,22,7,0.5,0.6444708680142688,0.4659488390045215,0.4694310968610077,,,,,
BNCI2014-001,6,riemann_lr,channel_dropout,all_channels,1,0.3,1,22,7,0.5,0.619500594530321,0.48840864137896806,0.48962704775879917,,,,,
BNCI2014-001,6,riemann_lr,channel_dropout,all_channels,1,0.3,2,22,7,0.5,0.718192627824019,0.48383839560787306,0.4869184967258574,,,,,
BNCI2014-001,6,riemann_lr,channel_dropout,all_channels,1,0.3,3,22,7,0.5,0.6325802615933414,0.4989655084901326,0.4990927545814927,,,,,
BNCI2014-001,6,riemann_lr,channel_dropout,all_channels,1,0.3,4,22,7,0.5,0.5992865636147444,0.499665951173375,0.4996950007899854,,,,,
BNCI2014-001,6,riemann_lr,channel_dropout,all_channels,1,0.3,5,22,7,0.5,0.6218787158145066,0.499863485895091,0.49988188882038864,,,,,
BNCI2014-001,6,riemann_lr,channel_dropout,all_channels,1,0.3,6,22,7,0.5,0.6730083234244946,0.4999896025360944,0.49999111922131845,,,,,
BNCI2014-001,6,riemann_lr,channel_dropout,all_channels,1,0.3,7,22,7,0.5,0.7407847800237812,0.4073473304766373,0.4190197057160614,,,,,
BNCI2014-001,6,riemann_lr,channel_dropout,all_channels,1,0.3,8,22,7,0.5,0.6765755053507729,0.49969289783195936,0.49975725594087494,,,,,
BNCI2014-001,6,riemann_lr,channel_dropout,all_channels,1,0.3,9,22,7,0.5,0.6967895362663495,0.4820958521968277,0.4855069681426313,,,,,
BNCI2014-001,6,riemann_lr,channel_dropout,all_channels,1,0.5,0,22,11,0.5,0.5814506539833533,0.49718804707243636,0.4974699965808701,,,,,
BNCI2014-001,6,riemann_lr,channel_dropout,all_channels,1,0.5,1,22,11,0.5,0.549346016646849,0.4539387073643092,0.45151877497724097,,,,,
BNCI2014-001,6,riemann_lr,channel_dropout,all_channels,1,0.5,2,22,11,0.5,0.7693222354340071,0.49996281893531697,0.49997095730881147,,,,,
BNCI2014-001,6,riemann_lr,channel_dropout,all_channels,1,0.5,3,22,11,0.5689655172413793,0.6706302021403092,0.27276345716773137,0.2250288700635703,,,,,
BNCI2014-001,6,riemann_lr,channel_dropout,all_channels,1,0.5,4,22,11,0.5,0.47919143876337694,0.48592410079710185,0.4855268161535915,,,,,
BNCI2014-001,6,riemann_lr,channel_dropout,all_channels,1,0.5,5,22,11,0.5,0.6123662306777645,0.49796901907192614,0.49812473886431163,,,,,
BNCI2014-001,6,riemann_lr,channel_dropout,all_channels,1,0.5,6,22,11,0.5,0.6587395957193817,0.49972100412736253,0.4997558009685412,,,,,
BNCI2014-001,6,riemann_lr,channel_dropout,all_channels,1,0.5,7,22,11,0.5,0.6872770511296076,0.33377378778851574,0.31691186476036065,,,,,
BNCI2014-001,6,riemann_lr,channel_dropout,all_channels,1,0.5,8,22,11,0.5,0.4970273483947682,0.4995321948845505,0.4995296150889409,,,,,
BNCI2014-001,6,riemann_lr,channel_dropout,all_channels,1,0.5,9,22,11,0.5,0.5897740784780023,0.49992168199412784,0.4999250523923293,,,,,
BNCI2014-001,6,riemann_lr,clean,all_channels,2,0.0,0,22,0,0.7241379310344828,0.8145065398335315,0.17519016723658404,0.09133709937002142,,,,,
BNCI2014-001,6,riemann_lr,channel_dropout,all_channels,2,0.1,0,22,2,0.5,0.7693222354340072,0.49000564605527863,0.4933883085575672,,,,,
BNCI2014-001,6,riemann_lr,channel_dropout,all_channels,2,0.1,1,22,2,0.6724137931034483,0.8299643281807372,0.20393928718049728,0.18171669181307692,,,,,
BNCI2014-001,6,riemann_lr,channel_dropout,all_channels,2,0.1,2,22,2,0.5,0.816884661117717,0.49139202505988416,0.49395974771027285,,,,,
BNCI2014-001,6,riemann_lr,channel_dropout,all_channels,2,0.1,3,22,2,0.5517241379310345,0.760998810939358,0.3072931352903538,0.3243989850244313,,,,,
BNCI2014-001,6,riemann_lr,channel_dropout,all_channels,2,0.1,4,22,2,0.603448275862069,0.8145065398335316,0.27324375507569626,0.29854862088190004,,,,,
BNCI2014-001,6,riemann_lr,channel_dropout,all_channels,2,0.1,5,22,2,0.5,0.7443519619500596,0.4867644625405462,0.4903871878222419,,,,,
BNCI2014-001,6,riemann_lr,channel_dropout,all_channels,2,0.1,6,22,2,0.5,0.7574316290130797,0.49673353016349175,0.497875034995675,,,,,
BNCI2014-001,6,riemann_lr,channel_dropout,all_channels,2,0.1,7,22,2,0.5,0.8145065398335315,0.45467367478613063,0.46997350673096194,,,,,
BNCI2014-001,6,riemann_lr,channel_dropout,all_channels,2,0.1,8,22,2,0.5,0.8204518430439953,0.49361221374066494,0.4957132824740786,,,,,
BNCI2014-001,6,riemann_lr,channel_dropout,all_channels,2,0.1,9,22,2,0.7068965517241379,0.8489892984542211,0.18475992144604442,0.1483414286746019,,,,,
BNCI2014-001,6,riemann_lr,channel_dropout,all_channels,2,0.2,0,22,4,0.5,0.7027348394768134,0.32695591938701024,0.32224263144194887,,,,,
BNCI2014-001,6,riemann_lr,channel_dropout,all_channels,2,0.2,1,22,4,0.5,0.6646848989298455,0.4892393214197654,0.4923980075700928,,,,,
BNCI2014-001,6,riemann_lr,channel_dropout,all_channels,2,0.2,2,22,4,0.5689655172413792,0.7384066587395957,0.22931045101633596,0.14735074600393924,,,,,
BNCI2014-001,6,riemann_lr,channel_dropout,all_channels,2,0.2,3,22,4,0.5,0.7122473246135553,0.48843005529757494,0.4919133410146289,,,,,
BNCI2014-001,6,riemann_lr,channel_dropout,all_channels,2,0.2,4,22,4,0.5,0.8216409036860879,0.4820599206378055,0.487326878068816,,,,,
BNCI2014-001,6,riemann_lr,channel_dropout,all_channels,2,0.2,5,22,4,0.5862068965517242,0.7538644470868014,0.2080897371067485,0.16680564683653232,,,,,
BNCI2014-001,6,riemann_lr,channel_dropout,all_channels,2,0.2,6,22,4,0.5,0.7193816884661117,0.3305703551822924,0.333270460823149,,,,,
BNCI2014-001,6,riemann_lr,channel_dropout,all_channels,2,0.2,7,22,4,0.5,0.6634958382877527,0.4996993845563584,0.4997488529081296,,,,,
BNCI2014-001,6,riemann_lr,channel_dropout,all_channels,2,0.2,8,22,4,0.6551724137931034,0.7502972651605232,0.20454050784522035,0.10918622690737509,,,,,
BNCI2014-001,6,riemann_lr,channel_dropout,all_channels,2,0.2,9,22,4,0.5,0.7550535077288941,0.4998535318250479,0.49988716829886015,,,,,
BNCI2014-001,6,riemann_lr,channel_dropout,all_channels,2,0.3,0,22,7,0.5,0.5695600475624257,0.3100063011223064,0.2539437635784388,,,,,
BNCI2014-001,6,riemann_lr,channel_dropout,all_channels,2,0.3,1,22,7,0.5,0.7800237812128418,0.35457846754966765,0.3626156969132755,,,,,
BNCI2014-001,6,riemann_lr,channel_dropout,all_channels,2,0.3,2,22,7,0.5,0.6468489892984542,0.4998122783156345,0.49982502318390887,,,,,
BNCI2014-001,6,riemann_lr,channel_dropout,all_channels,2,0.3,3,22,7,0.5,0.7538644470868016,0.3378593320899455,0.3353449660826944,,,,,
BNCI2014-001,6,riemann_lr,channel_dropout,all_channels,2,0.3,4,22,7,0.5,0.7502972651605231,0.4977135768192221,0.49836466608710367,,,,,
BNCI2014-001,6,riemann_lr,channel_dropout,all_channels,2,0.3,5,22,7,0.5,0.6777645659928656,0.4935147657983822,0.49439015182536195,,,,,
BNCI2014-001,6,riemann_lr,channel_dropout,all_channels,2,0.3,6,22,7,0.5,0.652794292508918,0.4973194612858223,0.49774961991355016,,,,,
BNCI2014-001,6,riemann_lr,channel_dropout,all_channels,2,0.3,7,22,7,0.5,0.6076099881093936,0.438814068610257,0.4398558871567828,,,,,
BNCI2014-001,6,riemann_lr,channel_dropout,all_channels,2,0.3,8,22,7,0.6551724137931034,0.7063020214030915,0.22447672866093946,0.10939449410320821,,,,,
BNCI2014-001,6,riemann_lr,channel_dropout,all_channels,2,0.3,9,22,7,0.5,0.7360285374554102,0.43961590587327487,0.4460498692839177,,,,,
BNCI2014-001,6,riemann_lr,channel_dropout,all_channels,2,0.5,0,22,11,0.5,0.6028537455410226,0.4873282017643747,0.48838006610819995,,,,,
BNCI2014-001,6,riemann_lr,channel_dropout,all_channels,2,0.5,1,22,11,0.5,0.5315101070154578,0.3533438856886297,0.3240650249864449,,,,,
BNCI2014-001,6,riemann_lr,channel_dropout,all_channels,2,0.5,2,22,11,0.5862068965517241,0.6813317479191439,0.2575029598098338,0.18585423250653263,,,,,
BNCI2014-001,6,riemann_lr,channel_dropout,all_channels,2,0.5,3,22,11,0.5,0.681331747919144,0.408723928955911,0.4061993241895274,,,,,
BNCI2014-001,6,riemann_lr,channel_dropout,all_channels,2,0.5,4,22,11,0.5,0.6278240190249702,0.4999147734804311,0.4999194053015842,,,,,
BNCI2014-001,6,riemann_lr,channel_dropout,all_channels,2,0.5,5,22,11,0.5,0.6028537455410227,0.49155014207141867,0.49151548777506016,,,,,
BNCI2014-001,6,riemann_lr,channel_dropout,all_channels,2,0.5,6,22,11,0.5,0.5267538644470868,0.48623820859244615,0.48599262625063894,,,,,
BNCI2014-001,6,riemann_lr,channel_dropout,all_channels,2,0.5,7,22,11,0.5,0.6064209274673009,0.47665233499324533,0.47785607923752316,,,,,
BNCI2014-001,6,riemann_lr,channel_dropout,all_channels,2,0.5,8,22,11,0.5,0.6420927467300833,0.47825370648432114,0.4805488578881855,,,,,
BNCI2014-001,6,riemann_lr,channel_dropout,all_channels,2,0.5,9,22,11,0.5,0.4922711058263972,0.3465845765560018,0.3068708695814077,,,,,
BNCI2014-001,6,riemann_lr,clean,all_channels,3,0.0,0,22,0,0.7586206896551724,0.8703923900118906,0.15141596256209178,0.10304080299879845,,,,,
BNCI2014-001,6,riemann_lr,channel_dropout,all_channels,3,0.1,0,22,2,0.5,0.7419738406658739,0.44895020576362266,0.45825911550592513,,,,,
BNCI2014-001,6,riemann_lr,channel_dropout,all_channels,3,0.1,1,22,2,0.5,0.7051129607609988,0.4998802231195365,0.4999169796411874,,,,,
BNCI2014-001,6,riemann_lr,channel_dropout,all_channels,3,0.1,2,22,2,0.6551724137931034,0.7847800237812128,0.22962279263098911,0.18755044348715177,,,,,
BNCI2014-001,6,riemann_lr,channel_dropout,all_channels,3,0.1,3,22,2,0.6379310344827587,0.887039239001189,0.22282793140704743,0.2637169131818715,,,,,
BNCI2014-001,6,riemann_lr,channel_dropout,all_channels,3,0.1,4,22,2,0.7241379310344827,0.8430439952437574,0.18106822677481588,0.12280664193594076,,,,,
BNCI2014-001,6,riemann_lr,channel_dropout,all_channels,3,0.1,5,22,2,0.5,0.7657550535077289,0.4951024302814405,0.4966434194589566,,,,,
BNCI2014-001,6,riemann_lr,channel_dropout,all_channels,3,0.1,6,22,2,0.6379310344827587,0.8858501783590963,0.205973591303786,0.21575553487619292,,,,,
BNCI2014-001,6,riemann_lr,channel_dropout,all_channels,3,0.1,7,22,2,0.5517241379310345,0.7122473246135552,0.3173301100764235,0.33376586304533346,,,,,
BNCI2014-001,6,riemann_lr,channel_dropout,all_channels,3,0.1,8,22,2,0.5,0.7681331747919145,0.491788690309041,0.49432678797799523,,,,,
BNCI2014-001,6,riemann_lr,channel_dropout,all_channels,3,0.1,9,22,2,0.603448275862069,0.8715814506539834,0.2554486567434948,0.2905756608667007,,,,,
BNCI2014-001,6,riemann_lr,channel_dropout,all_channels,3,0.2,0,22,4,0.5,0.7859690844233056,0.43162890698685663,0.4481185701184639,,,,,
BNCI2014-001,6,riemann_lr,channel_dropout,all_channels,3,0.2,1,22,4,0.5,0.7586206896551725,0.49584826521843844,0.4972233476285398,,,,,
BNCI2014-001,6,riemann_lr,channel_dropout,all_channels,3,0.2,2,22,4,0.5,0.638525564803805,0.499215154097305,0.49938792513327046,,,,,
BNCI2014-001,6,riemann_lr,channel_dropout,all_channels,3,0.2,3,22,4,0.5,0.7265160523186682,0.454863316719732,0.46688659227904467,,,,,
BNCI2014-001,6,riemann_lr,channel_dropout,all_channels,3,0.2,4,22,4,0.7931034482758621,0.8561236623067776,0.17107472206163307,0.14622486776886648,,,,,
BNCI2014-001,6,riemann_lr,channel_dropout,all_channels,3,0.2,5,22,4,0.5,0.6135552913198573,0.454494100917463,0.45963040512154574,,,,,
BNCI2014-001,6,riemann_lr,channel_dropout,all_channels,3,0.2,6,22,4,0.5,0.7217598097502972,0.37881971956624366,0.3920231984699095,,,,,
BNCI2014-001,6,riemann_lr,channel_dropout,all_channels,3,0.2,7,22,4,0.603448275862069,0.7146254458977407,0.25112854756901376,0.22847718509489076,,,,,
BNCI2014-001,6,riemann_lr,channel_dropout,all_channels,3,0.2,8,22,4,0.5,0.8275862068965517,0.44439769058049267,0.46034911404095713,,,,,
BNCI2014-001,6,riemann_lr,channel_dropout,all_channels,3,0.2,9,22,4,0.6206896551724138,0.6896551724137931,0.22489751162527702,0.13697800754143685,,,,,
BNCI2014-001,6,riemann_lr,channel_dropout,all_channels,3,0.3,0,22,7,0.5,0.8323424494649228,0.3628671287906329,0.38777057479944216,,,,,
BNCI2014-001,6,riemann_lr,channel_dropout,all_channels,3,0.3,1,22,7,0.5,0.7812128418549346,0.470279485945569,0.47657284194444155,,,,,
BNCI2014-001,6,riemann_lr,channel_dropout,all_channels,3,0.3,2,22,7,0.5862068965517242,0.5529131985731273,0.2700843994189762,0.1997148053246371,,,,,
BNCI2014-001,6,riemann_lr,channel_dropout,all_channels,3,0.3,3,22,7,0.5689655172413793,0.7728894173602854,0.24629612972528345,0.20536158182096673,,,,,
BNCI2014-001,6,riemann_lr,channel_dropout,all_channels,3,0.3,4,22,7,0.5172413793103449,0.6361474435196195,0.3170372204243211,0.28926119642311166,,,,,
BNCI2014-001,6,riemann_lr,channel_dropout,all_channels,3,0.3,5,22,7,0.5,0.802615933412604,0.2750549842433412,0.28362881531566914,,,,,
BNCI2014-001,6,riemann_lr,channel_dropout,all_channels,3,0.3,6,22,7,0.5,0.6183115338882282,0.4384408258377551,0.4387477615305996,,,,,
BNCI2014-001,6,riemann_lr,channel_dropout,all_channels,3,0.3,7,22,7,0.5,0.6492271105826397,0.45520174381582185,0.4592743496336779,,,,,
BNCI2014-001,6,riemann_lr,channel_dropout,all_channels,3,0.3,8,22,7,0.6206896551724138,0.8156956004756243,0.2210628582630974,0.16668805692894212,,,,,
BNCI2014-001,6,riemann_lr,channel_dropout,all_channels,3,0.3,9,22,7,0.5,0.6420927467300832,0.39808665524174847,0.3969464463484061,,,,,
BNCI2014-001,6,riemann_lr,channel_dropout,all_channels,3,0.5,0,22,11,0.5,0.751486325802616,0.42723016747435105,0.43583344200555124,,,,,
BNCI2014-001,6,riemann_lr,channel_dropout,all_channels,3,0.5,1,22,11,0.5,0.6468489892984542,0.49752462283004156,0.4978320281689627,,,,,
BNCI2014-001,6,riemann_lr,channel_dropout,all_channels,3,0.5,2,22,11,0.5172413793103449,0.4221165279429251,0.37421607122144235,0.344702864113936,,,,,
BNCI2014-001,6,riemann_lr,channel_dropout,all_channels,3,0.5,3,22,11,0.5,0.4589774078478002,0.4532722544832449,0.45172797933713743,,,,,
BNCI2014-001,6,riemann_lr,channel_dropout,all_channels,3,0.5,4,22,11,0.5,0.549346016646849,0.4999990248714888,0.4999990436497037,,,,,
BNCI2014-001,6,riemann_lr,channel_dropout,all_channels,3,0.5,5,22,11,0.5,0.5957193816884662,0.27893137211103886,0.18066727384408904,,,,,
BNCI2014-001,6,riemann_lr,channel_dropout,all_channels,3,0.5,6,22,11,0.4827586206896552,0.5136741973840666,0.2746064721963569,0.16081159130930245,,,,,
BNCI2014-001,6,riemann_lr,channel_dropout,all_channels,3,0.5,7,22,11,0.5,0.6884661117717004,0.41267498812416364,0.4209939139830509,,,,,
BNCI2014-001,6,riemann_lr,channel_dropout,all_channels,3,0.5,8,22,11,0.5,0.6551724137931035,0.4721719820105152,0.47849241569116896,,,,,
BNCI2014-001,6,riemann_lr,channel_dropout,all_channels,3,0.5,9,22,11,0.5,0.4423305588585018,0.32385620486191324,0.25028733271595854,,,,,
BNCI2014-001,6,riemann_lr,clean,all_channels,4,0.0,0,22,0,0.7555418719211823,0.8633004926108374,0.15797203082450245,0.12515657086563128,,,,,
BNCI2014-001,6,riemann_lr,channel_dropout,all_channels,4,0.1,0,22,2,0.5,0.7733990147783252,0.35942393373355375,0.3771064695311883,,,,,
BNCI2014-001,6,riemann_lr,channel_dropout,all_channels,4,0.1,1,22,2,0.7758620689655172,0.7561576354679802,0.20505687550916052,0.23452795175729832,,,,,
BNCI2014-001,6,riemann_lr,channel_dropout,all_channels,4,0.1,2,22,2,0.6071428571428571,0.8263546798029557,0.24923549838496548,0.2588940095908049,,,,,
BNCI2014-001,6,riemann_lr,channel_dropout,all_channels,4,0.1,3,22,2,0.5357142857142857,0.8694581280788177,0.311448182763099,0.3455081739329519,,,,,
BNCI2014-001,6,riemann_lr,channel_dropout,all_channels,4,0.1,4,22,2,0.5,0.8386699507389163,0.38779145935740245,0.4236123703415709,,,,,
BNCI2014-001,6,riemann_lr,channel_dropout,all_channels,4,0.1,5,22,2,0.5517241379310345,0.7906403940886699,0.2950587169043445,0.3083387845310382,,,,,
BNCI2014-001,6,riemann_lr,channel_dropout,all_channels,4,0.1,6,22,2,0.7185960591133005,0.8238916256157636,0.1742018390462164,0.17109929813352026,,,,,
BNCI2014-001,6,riemann_lr,channel_dropout,all_channels,4,0.1,7,22,2,0.6631773399014778,0.8115763546798029,0.19099932399159902,0.11767200656377529,,,,,
BNCI2014-001,6,riemann_lr,channel_dropout,all_channels,4,0.1,8,22,2,0.5,0.7598522167487685,0.5082341373432111,0.5084251691863612,,,,,
BNCI2014-001,6,riemann_lr,channel_dropout,all_channels,4,0.1,9,22,2,0.5,0.8177339901477833,0.4714350184836046,0.4773775108700943,,,,,
BNCI2014-001,6,riemann_lr,channel_dropout,all_channels,4,0.2,0,22,4,0.5,0.7770935960591133,0.4032688934415728,0.42016678799092366,,,,,
BNCI2014-001,6,riemann_lr,channel_dropout,all_channels,4,0.2,1,22,4,0.5,0.8140394088669951,0.4486002693279633,0.4600559631046436,,,,,
BNCI2014-001,6,riemann_lr,channel_dropout,all_channels,4,0.2,2,22,4,0.7038177339901477,0.687192118226601,0.22608872956313264,0.23702632166718235,,,,,
BNCI2014-001,6,riemann_lr,channel_dropout,all_channels,4,0.2,3,22,4,0.5,0.8374384236453203,0.5040494705989852,0.5056345258560353,,,,,
BNCI2014-001,6,riemann_lr,channel_dropout,all_channels,4,0.2,4,22,4,0.5172413793103449,0.8029556650246306,0.3576206625629257,0.3852428439299056,,,,,
BNCI2014-001,6,riemann_lr,channel_dropout,all_channels,4,0.2,5,22,4,0.5,0.8509852216748768,0.47888568365715944,0.4880538093541611,,,,,
BNCI2014-001,6,riemann_lr,channel_dropout,all_channels,4,0.2,6,22,4,0.5,0.7352216748768473,0.4908752170662785,0.4909702601342171,,,,,
BNCI2014-001,6,riemann_lr,channel_dropout,all_channels,4,0.2,7,22,4,0.5763546798029556,0.731527093596059,0.21301612378160686,0.149851886975379,,,,,
BNCI2014-001,6,riemann_lr,channel_dropout,all_channels,4,0.2,8,22,4,0.5,0.7684729064039408,0.4429408977679665,0.45301768786892016,,,,,
BNCI2014-001,6,riemann_lr,channel_dropout,all_channels,4,0.2,9,22,4,0.5,0.7931034482758621,0.4359747203441097,0.4488658620654091,,,,,
BNCI2014-001,6,riemann_lr,channel_dropout,all_channels,4,0.3,0,22,7,0.5,0.7327586206896551,0.4364958806955567,0.44787092855899313,,,,,
BNCI2014-001,6,riemann_lr,channel_dropout,all_channels,4,0.3,1,22,7,0.5,0.6711822660098521,0.4819707311060952,0.4817125293468828,,,,,
BNCI2014-001,6,riemann_lr,channel_dropout,all_channels,4,0.3,2,22,7,0.6520935960591133,0.7068965517241379,0.22836607280836294,0.1919492835533359,,,,,
BNCI2014-001,6,riemann_lr,channel_dropout,all_channels,4,0.3,3,22,7,0.5344827586206896,0.6958128078817735,0.36532211943275616,0.37165317652071517,,,,,
BNCI2014-001,6,riemann_lr,channel_dropout,all_channels,4,0.3,4,22,7,0.5,0.7253694581280787,0.47099397831528733,0.4777293948149973,,,,,
BNCI2014-001,6,riemann_lr,channel_dropout,all_channels,4,0.3,5,22,7,0.5012315270935961,0.75,0.2780336350214318,0.2579776363964199,,,,,
BNCI2014-001,6,riemann_lr,channel_dropout,all_channels,4,0.3,6,22,7,0.5,0.5874384236453202,0.4849922483369178,0.4857410978375726,,,,,
BNCI2014-001,6,riemann_lr,channel_dropout,all_channels,4,0.3,7,22,7,0.5,0.7857142857142858,0.4707169265028323,0.47594314169215457,,,,,
BNCI2014-001,6,riemann_lr,channel_dropout,all_channels,4,0.3,8,22,7,0.6330049261083743,0.6576354679802956,0.23776617715844311,0.11634798563374361,,,,,
BNCI2014-001,6,riemann_lr,channel_dropout,all_channels,4,0.3,9,22,7,0.6625615763546798,0.730295566502463,0.21759078911784382,0.0831455723563484,,,,,
BNCI2014-001,6,riemann_lr,channel_dropout,all_channels,4,0.5,0,22,11,0.5,0.6096059113300493,0.4356469300891749,0.43551624183480614,,,,,
BNCI2014-001,6,riemann_lr,channel_dropout,all_channels,4,0.5,1,22,11,0.5,0.602216748768473,0.489577939803885,0.4896563391871058,,,,,
BNCI2014-001,6,riemann_lr,channel_dropout,all_channels,4,0.5,2,22,11,0.5,0.6108374384236454,0.4568566120230585,0.4578106896570734,,,,,
BNCI2014-001,6,riemann_lr,channel_dropout,all_channels,4,0.5,3,22,11,0.5,0.6219211822660099,0.31527923736719765,0.273549273484433,,,,,
BNCI2014-001,6,riemann_lr,channel_dropout,all_channels,4,0.5,4,22,11,0.5,0.6674876847290641,0.48859118023697623,0.4887167586569212,,,,,
BNCI2014-001,6,riemann_lr,channel_dropout,all_channels,4,0.5,5,22,11,0.5,0.6317733990147784,0.5006469114940669,0.5021941272623118,,,,,
BNCI2014-001,6,riemann_lr,channel_dropout,all_channels,4,0.5,6,22,11,0.5,0.646551724137931,0.4501411681423843,0.45369520312542727,,,,,
BNCI2014-001,6,riemann_lr,channel_dropout,all_channels,4,0.5,7,22,11,0.5,0.7032019704433498,0.4819215672726661,0.4836529592045308,,,,,
BNCI2014-001,6,riemann_lr,channel_dropout,all_channels,4,0.5,8,22,11,0.5357142857142857,0.645320197044335,0.2745395106379042,0.19909204108603099,,,,,
BNCI2014-001,6,riemann_lr,channel_dropout,all_channels,4,0.5,9,22,11,0.5,0.6293103448275862,0.33118960159651717,0.3120233995236667,,,,,
BNCI2014-001,6,riemann_lr,clean,all_channels,5,0.0,0,22,0,0.7173645320197044,0.8152709359605912,0.17563161531731952,0.1343432018056089,,,,,
BNCI2014-001,6,riemann_lr,channel_dropout,all_channels,5,0.1,0,22,2,0.5,0.7142857142857144,0.4762409219693379,0.48066660800824573,,,,,
BNCI2014-001,6,riemann_lr,channel_dropout,all_channels,5,0.1,1,22,2,0.5862068965517242,0.7967980295566502,0.29537864119127727,0.3144882605156924,,,,,
BNCI2014-001,6,riemann_lr,channel_dropout,all_channels,5,0.1,2,22,2,0.7161330049261083,0.7795566502463055,0.19865651998472042,0.11460731043024808,,,,,
BNCI2014-001,6,riemann_lr,channel_dropout,all_channels,5,0.1,3,22,2,0.687807881773399,0.8091133004926109,0.1977472535076395,0.13525530425437488,,,,,
BNCI2014-001,6,riemann_lr,channel_dropout,all_channels,5,0.1,4,22,2,0.5178571428571429,0.7869458128078817,0.40020609940819124,0.4259896502861419,,,,,
BNCI2014-001,6,riemann_lr,channel_dropout,all_channels,5,0.1,5,22,2,0.6625615763546798,0.8066502463054187,0.2031114451076778,0.17351898174765096,,,,,
BNCI2014-001,6,riemann_lr,channel_dropout,all_channels,5,0.1,6,22,2,0.5,0.7549261083743842,0.42727237507815813,0.45015480553117154,,,,,
BNCI2014-001,6,riemann_lr,channel_dropout,all_channels,5,0.1,7,22,2,0.5,0.7426108374384236,0.5030622669650223,0.5049694816052088,,,,,
BNCI2014-001,6,riemann_lr,channel_dropout,all_channels,5,0.1,8,22,2,0.5178571428571429,0.7450738916256158,0.3722430743809845,0.39444117553628855,,,,,
BNCI2014-001,6,riemann_lr,channel_dropout,all_channels,5,0.1,9,22,2,0.646551724137931,0.7684729064039408,0.19867834047905727,0.1266850212728656,,,,,
BNCI2014-001,6,riemann_lr,channel_dropout,all_channels,5,0.2,0,22,4,0.5467980295566502,0.5837438423645319,0.2659974397029529,0.16047999900336288,,,,,
BNCI2014-001,6,riemann_lr,channel_dropout,all_channels,5,0.2,1,22,4,0.6502463054187192,0.7352216748768472,0.2148283560336526,0.1895545113513546,,,,,
BNCI2014-001,6,riemann_lr,channel_dropout,all_channels,5,0.2,2,22,4,0.5541871921182266,0.7155172413793104,0.31666466359662104,0.32768288417569214,,,,,
BNCI2014-001,6,riemann_lr,channel_dropout,all_channels,5,0.2,3,22,4,0.5,0.6958128078817734,0.48990142754184773,0.4902980707786977,,,,,
BNCI2014-001,6,riemann_lr,channel_dropout,all_channels,5,0.2,4,22,4,0.5,0.6613300492610837,0.4200470743633477,0.43504150188257895,,,,,
BNCI2014-001,6,riemann_lr,channel_dropout,all_channels,5,0.2,5,22,4,0.5344827586206896,0.7758620689655172,0.3900768416674224,0.412083682808622,,,,,
BNCI2014-001,6,riemann_lr,channel_dropout,all_channels,5,0.2,6,22,4,0.5899014778325123,0.730295566502463,0.2912278561057289,0.2864817646094736,,,,,
BNCI2014-001,6,riemann_lr,channel_dropout,all_channels,5,0.2,7,22,4,0.5166256157635468,0.7266009852216749,0.31055426218277443,0.31805001725121657,,,,,
BNCI2014-001,6,riemann_lr,channel_dropout,all_channels,5,0.2,8,22,4,0.5,0.687192118226601,0.5011850120982555,0.5034115547770783,,,,,
