metric,numerator,denominator,rate,ci_low,ci_high
class_A_high,2,9,0.2222222222222222,0.028144973477898197,0.600093573716312
class_B_rescue_candidate,0,9,0.0,0.0,0.3362671168799428
class_B_fragile,5,9,0.5555555555555556,0.21200850677886798,0.8630043377348335
class_C_ok_dev,1,9,0.1111111111111111,0.002809136746599214,0.48249651491733697
class_D_low_clean,1,9,0.1111111111111111,0.002809136746599214,0.48249651491733697
clean_working,8,9,0.8888888888888888,0.517503485082663,0.9971908632534008
failure_at_50pct_among_clean_working,3,8,0.375,0.08523341413725354,0.7551367836334484
montage_rescue_among_50pct_failures,2,3,0.6666666666666666,0.09429932405024609,0.9915962413403874
