dataset,pipeline,metric,n_subjects,mean_slope_per_10pct_dropout,slope_ci_low,slope_ci_high,slope_sd,t_statistic_vs_zero,t_p_value_vs_zero,shapiro_p_value_slope,n_harmful_slope,pct_harmful_slope,t_p_value_vs_zero_bh_fdr
BNCI2014-001,riemann_lr,balanced_accuracy,9,-0.053141947366085296,-0.07035893106499116,-0.035924963667179434,0.022398464212703844,-7.117713097839698,0.00010022602095843472,0.7917591482593688,9,1.0,0.00010022602095843472
BNCI2014-001,riemann_lr,brier_score,9,0.05205516191602767,0.0415806378518364,0.06252968598021895,0.01362684988845074,11.460131066714037,3.0423427431347094e-06,0.58002848529999,9,1.0,6.084685486269419e-06
BNCI2014-001,riemann_lr,ece,9,0.050773874926508276,0.045684856363266614,0.05586289348974994,0.006620567351399523,23.007337089822904,1.3515499030693955e-08,0.18140860731355174,9,1.0,5.406199612277582e-08
BNCI2014-001,riemann_lr,roc_auc,9,-0.032323278348843146,-0.04127390439125253,-0.02337265230643376,0.011644332166321453,-8.327642466864036,3.267333804879898e-05,0.6984903386271232,9,1.0,4.356445073173197e-05
