subject,condition,roc_auc_csp,roc_auc_riemann,clean_auc_csp,clean_auc_riemann,change_csp,change_riemann,difference_in_degradation_csp_minus_riemann
23,region_midline_motor_strip,0.58,0.58,0.5900000000000001,0.58,-0.01000000000000012,0.0,-0.01000000000000012
23,region_left_motor_strip,0.63,0.57,0.5900000000000001,0.58,0.039999999999999925,-0.010000000000000009,0.04999999999999993
23,region_right_motor_strip,0.53,0.6,0.5900000000000001,0.58,-0.06000000000000005,0.020000000000000018,-0.08000000000000007
24,dropout_0.1,0.5539999999999999,0.588,0.6900000000000001,0.63,-0.13600000000000012,-0.04200000000000004,-0.09400000000000008
24,dropout_0.2,0.555,0.614,0.6900000000000001,0.63,-0.135,-0.016000000000000014,-0.119
24,dropout_0.3,0.524,0.591,0.6900000000000001,0.63,-0.16600000000000004,-0.039000000000000035,-0.127
24,dropout_0.5,0.53,0.565,0.6900000000000001,0.63,-0.16000000000000003,-0.06500000000000006,-0.09499999999999997
24,motor_core,0.52,0.55,0.6900000000000001,0.63,-0.17000000000000004,-0.07999999999999996,-0.09000000000000008
24,motor_extended,0.6300000000000001,0.64,0.6900000000000001,0.63,-0.05999999999999994,0.010000000000000009,-0.06999999999999995
24,region_midline_motor_strip,0.5900000000000001,0.6199999999999999,0.6900000000000001,0.63,-0.09999999999999998,-0.01000000000000012,-0.08999999999999986
24,region_left_motor_strip,0.61,0.64,0.6900000000000001,0.63,-0.08000000000000007,0.010000000000000009,-0.09000000000000008
24,region_right_motor_strip,0.43,0.51,0.6900000000000001,0.63,-0.26000000000000006,-0.12,-0.14000000000000007
25,dropout_0.1,0.528,0.476,0.65,0.5800000000000001,-0.122,-0.10400000000000009,-0.017999999999999905
25,dropout_0.2,0.4975,0.424,0.65,0.5800000000000001,-0.15250000000000002,-0.15600000000000008,0.0035000000000000586
25,dropout_0.3,0.4625,0.427,0.65,0.5800000000000001,-0.1875,-0.15300000000000008,-0.03449999999999992
25,dropout_0.5,0.48,0.4579999999999999,0.65,0.5800000000000001,-0.17000000000000004,-0.12200000000000016,-0.047999999999999876
25,motor_core,0.5900000000000001,0.7,0.65,0.5800000000000001,-0.05999999999999994,0.11999999999999988,-0.17999999999999983
25,motor_extended,0.79,0.82,0.65,0.5800000000000001,0.14,0.23999999999999988,-0.09999999999999987
25,region_midline_motor_strip,0.5900000000000001,0.4800000000000001,0.65,0.5800000000000001,-0.05999999999999994,-0.09999999999999998,0.040000000000000036
25,region_left_motor_strip,0.43,0.43,0.65,0.5800000000000001,-0.22000000000000003,-0.15000000000000008,-0.06999999999999995
25,region_right_motor_strip,0.595,0.4600000000000001,0.65,0.5800000000000001,-0.05500000000000005,-0.12,0.06499999999999995
26,dropout_0.1,0.644,0.778,0.86,0.82,-0.21599999999999997,-0.041999999999999926,-0.17400000000000004
26,dropout_0.2,0.664,0.6920000000000001,0.86,0.82,-0.19599999999999995,-0.1279999999999999,-0.06800000000000006
26,dropout_0.3,0.586,0.6809999999999999,0.86,0.82,-0.274,-0.139,-0.135
26,dropout_0.5,0.5985,0.601,0.86,0.82,-0.26149999999999995,-0.21899999999999997,-0.04249999999999998
