subject,clean_auc,dropout50_auc,worst_dropout_auc,worst_dropout_delta,best_montage,best_montage_auc,clean_working_threshold,failure_threshold,clean_working,dropout_failure_at_50pct,montage_rescue,intervention_class
5,0.7060472226940717,0.5630626804824189,0.5630626804824189,-0.1429845422116528,motor_extended,0.6025479870901987,0.6,0.6,True,True,True,A_high
6,0.857295736368269,0.6026558518770172,0.6026558518770172,-0.25463988449125174,motor_extended,0.7751231527093596,0.6,0.6,True,False,True,B_fragile
7,0.9410056055715984,0.6991387803635127,0.6991387803635127,-0.24186682520808567,motor_extended,0.778435535926618,0.6,0.6,True,False,True,B_fragile
1,0.9608799048751486,0.8263266519449634,0.8263266519449634,-0.13455325293018527,motor_extended,0.9548496687616784,0.6,0.6,True,False,True,C_ok_dev
2,0.6956429420757602,0.5160183455070494,0.5160183455070494,-0.17962459656871077,motor_extended,0.5918634278919653,0.6,0.6,True,True,False,C_ok_dev
3,0.9969084423305588,0.8862085952097842,0.8862085952097842,-0.11069984712077452,motor_extended,0.9942755223373536,0.6,0.6,True,False,True,C_ok_dev
4,0.8814506539833532,0.6913317479191439,0.6913317479191439,-0.19011890606420934,motor_extended,0.8645065398335315,0.6,0.6,True,False,True,C_ok_dev
8,0.9966366570409376,0.9152734839476814,0.9152734839476814,-0.08136317309325625,motor_extended,0.9906064209274672,0.6,0.6,True,False,True,C_ok_dev
9,0.9324698488194328,0.7788457618481399,0.7788457618481399,-0.15362408697129293,motor_extended,0.9016731781892304,0.6,0.6,True,False,True,C_ok_dev
